,ID,SUMMARY
611,LUCENE-3860, 3.x indexes have the wrong normType set in fieldinfos 
612,LUCENE-1198, Exception in DocumentsWriter.ThreadState.init leads to corruption 
613,LUCENE-1050, SimpleFSLockFactory ignores error on deleting the lock file 
614,LUCENE-2213, Small improvements to ArrayUtil.getNextSize 
615,LUCENE-3171, BlockJoinQuery/Collector 
616,LUCENE-1618, Allow setting the IndexWriter docstore to be a different directory 
617,LUCENE-755, Payloads 
618,LUCENE-1419, Expert API to specify indexing chain 
619,LUCENE-1591, Enable bzip compression in benchmark 
620,LUCENE-1753, Make not yet final core/contrib TokenStream/Filter implementations final 
621,LUCENE-780, Generalize directory copy operation 
622,LUCENE-3293, Use IOContext.READONCE in VarGapTermsIndexReader to load FST 
623,LUCENE-1321, Highlight fragment does not extend to maxDocCharsToAnalyze 
624,LUCENE-1006, QueryParser doesn't accept empty string 
625,LUCENE-3376, Move ReusableAnalyzerBase into core 
626,LUCENE-2645, False assertion of >0 position delta in StandardPostingsWriterImpl 
627,LUCENE-709, [PATCH] Enable application-level management of IndexWriter.ramDirectory size 
628,LUCENE-3064, add checks to MockTokenizer to enforce proper consumption 
629,LUCENE-1459, CachingWrapperFilter crashes if you call both bits() and getDocIdSet() 
630,LUCENE-1932, Convert PrecedenceQueryParser to new TokenStream API 
631,LUCENE-1326, Inflater.end() method not always called in FieldsReader 
632,LUCENE-504," FuzzyQuery produces a ""java.lang.NegativeArraySizeException"" in PriorityQueue.initialize if I use Integer.MAX_VALUE as BooleanQuery.MaxClauseCount "
633,LUCENE-1829, 'ant javacc' in root project should also properly create contrib/queryparser Java files 
634,LUCENE-401, [PATCH] fixes for gcj target. 
635,LUCENE-2589, Add a variable-sized int block codec 
636,LUCENE-3264, crank up faceting module tests 
637,LUCENE-2615, DirectIOLinuxDirectory hardwires buffer size and creates files with invalid permissions 
638,LUCENE-3135, backport suggest module to branch 3.x 
639,LUCENE-202, Document.fields() only returns stored fields 
640,LUCENE-3621, switch appendingcodec to use appending blocktree 
641,LUCENE-3342, make frozenbuffereddeletes more efficient for terms 
642,LUCENE-1136, add ability to not count sub-task doLogic increment to contri/benchmark 
643,LUCENE-3426, optimizer for n-gram PhraseQuery 
644,LUCENE-2126, Split up IndexInput and IndexOutput into DataInput and DataOutput 
645,LUCENE-3642, EdgeNgrams creates invalid offsets 
646,LUCENE-2241, Core Tests should call Version based ctors instead of deprecated default ctors 
647,LUCENE-3908," when tests fail, sometimes the testmethod in 'reproduce with' is null "
648,LUCENE-1163," CharArraySet.contains(char[] text, int off, int len) does not work "
649,LUCENE-3216, Store DocValues per segment instead of per field 
650,LUCENE-1885, NativeFSLockFactory.makeLock(...).isLocked() does not work 
651,LUCENE-759, Add n-gram tokenizers to contrib/analyzers 
652,LUCENE-2847, Support all of unicode in StandardTokenizer 
653,LUCENE-710," Implement ""point in time"" searching without relying on filesystem semantics "
654,LUCENE-541, The DisjunctionMaxQuery lacks an implementation of extractTerms(). 
655,LUCENE-1552, IndexWriter.addIndexes(IndexReader[] readers) doesn't correctly handle exception success flag. 
656,LUCENE-1769," Fix wrong clover analysis because of backwards-tests, upgrade clover to 2.6.3 or better "
657,LUCENE-2578," cutover FunctionQuery tests to use RandomIndexWriter, for better testing "
658,LUCENE-1238, intermittent failures of  TestTimeLimitedCollector.testTimeoutMultiThreaded in nightly tests 
659,LUCENE-589, Demo HTML parser doesn't work for international documents 
660,LUCENE-2236," Similarity can only be set per index, but I may want to adjust scoring behaviour at a field level "
661,LUCENE-2147, Improve Spatial Utility like classes 
662,LUCENE-2391, Spellchecker uses default IW mergefactor/ramMB settings of 300/10 
663,LUCENE-2937, small float underflow detection bug 
664,LUCENE-3563, TestPagedBytes failure 
665,LUCENE-2158, NRT can temporarily lose deletions at high indexing rates 
666,LUCENE-341, The deprecated constructor of BooleanClause does not set new state 
667,LUCENE-2586, move intblock/sep codecs into test 
668,LUCENE-2199, ShingleFilter skips over trie-shingles if outputUnigram is set to false 
669,LUCENE-683, Lazy Field Loading has edge case bug causing read past EOF 
670,LUCENE-1967, make it easier to access default stopwords for language analyzers 
671,LUCENE-730, Restore top level disjunction performance 
672,LUCENE-1503," refactor spatial contrib ""Filter"" ""Query"" classes "
673,LUCENE-2922, Optimize BlockTermsReader.seek 
674,LUCENE-1781, Large distances in Spatial go beyond Prime MEridian 
675,LUCENE-913, Two consecutive score() calls return different scores for Boolean Queries. 
676,LUCENE-1040, Can't quickly create StopFilter 
677,LUCENE-3220, Implement various ranking models as Similarities 
678,LUCENE-1204, IndexWriter.deleteDocuments bug 
679,LUCENE-3338, Flexible query parser does not support open ranges and range queries with mixed inclusive and exclusive ranges 
680,LUCENE-225, ClassCastException MultiReader 
681,LUCENE-3576, TestBackwardsCompatibility needs terms with U+E000 to U+FFFF 
682,LUCENE-1928, PayloadTermQuery refers to a deprecated documentation for redirection  
683,LUCENE-2075, Share the Term -> TermInfo cache across threads 
684,LUCENE-3794," DirectoryTaxonomyWriter can lose the INDEX_CREATE_TIME property, causing DirTaxoReader.refresh() to falsely succeed (or fail) "
685,LUCENE-2626, FastVectorHighlighter: enable FragListBuilder and FragmentsBuilder to be set per-field override 
686,LUCENE-1937, Add more methods to manipulate QueryNodeProcessorPipeline elements 
687,LUCENE-3465, IndexSearcher fails to pass docBase to Collector when using ExecutorService 
688,LUCENE-3725, Add optional packing to FST building 
689,LUCENE-3697, FastVectorHighlighter SimpleBoundaryScanner does not work well when highlighting at the beginning of the text  
690,LUCENE-514, MultiPhraseQuery should allow access to terms 
691,LUCENE-2756, MultiSearcher.rewrite() incorrectly rewrites queries 
692,LUCENE-2902, tests should run checkIndex on indexes they create 
693,LUCENE-1839," Scorer.explain is deprecated but abstract, should have impl that throws UnsupportedOperationException "
694,LUCENE-2555, Remove shared doc stores 
695,LUCENE-978, GC resources in TermInfosReader when exception occurs in its constructor 
696,LUCENE-2343, Add support for benchmarking Collectors 
697,LUCENE-840, contrib/benchmark unit tests 
698,LUCENE-3093, Build failed in the flexscoring branch because of Javadoc warnings 
699,LUCENE-598, GData Server MileStone 1 Revision 
700,LUCENE-243, [PATCH] setIndexInterval() in IndexWriter 
701,LUCENE-2642, merge LuceneTestCase and LuceneTestCaseJ4 
702,LUCENE-2716, Improve automaton's MinimizeOperations.minimizeHopcroft() to not create so many objects 
703,LUCENE-285, David Spencer Spell Checker improved 
704,LUCENE-2696, TestIndexWriterDelete makes broken segments with payloads on 
705,LUCENE-1311, Add ability to open prior commits to IndexReader 
706,LUCENE-1977, Remove MultiTermQuery.getTerm() 
707,LUCENE-3595, Refactor FieldCacheRangeFilter.FieldCacheDocIdSet to be separate class and fix the dangerous matchDoc() throws AIOOBE requirement 
708,LUCENE-3040, analysis consumers should use reusable tokenstreams 
709,LUCENE-335, Testcase for StandardAnalyzer 
710,LUCENE-1540, Improvements to contrib.benchmark for TREC collections 
711,LUCENE-3121, FST should offer lookup-by-output API when output strictly increases 
712,LUCENE-756, Maintain norms in a single file .nrm 
713,LUCENE-761, Clone proxStream lazily in SegmentTermPositions 
714,LUCENE-222," [PATCH] Better ""lock obtain timed out"" error message "
715,LUCENE-2195, Speedup CharArraySet if set is empty 
716,LUCENE-1097, IndexWriter.close(false) does not actually stop background merge threads 
717,LUCENE-3609," BooleanFilter changed behavior in 3.5, no longer acts as if ""minimum should match"" set to 1 "
718,LUCENE-411," [PATCH] BitSetQuery, FastPrefixQuery, FastWildcardQuery and FastQueryParser "
719,LUCENE-3577, rename expungeDeletes 
720,LUCENE-2883, Consolidate Solr  & Lucene FunctionQuery into modules 
721,LUCENE-3527, Implement getDistance() on DirectSpellChecker.INTERNAL_LEVENSHTEIN 
722,LUCENE-2705, TestThreadSafety.testLazyLoadThreadSafety test failure 
723,LUCENE-2050, Improve contrib/benchmark for testing near-real-time search performance 
724,LUCENE-981, NewAnalyzerTask 
725,LUCENE-2010, Remove segments with all documents deleted in commit/flush/close of IndexWriter instead of waiting until a merge occurs. 
726,LUCENE-2658, TestIndexWriterExceptions random failure: AIOOBE in ByteBlockPool.allocSlice 
727,LUCENE-2272, PayloadNearQuery has hardwired explanation for 'AveragePayloadFunction' 
728,LUCENE-2573, Tiered flushing of DWPTs by RAM with low/high water marks 
729,LUCENE-2309, Fully decouple IndexWriter from analyzers 
730,LUCENE-2060, CMS should default its maxThreadCount to 1 (not 3) 
731,LUCENE-1607, String.intern() faster alternative 
732,LUCENE-2568, TestUTF32ToUTF8 fails on IBM's JRE 
733,LUCENE-2703, multitermquery scoring differences between 3x and trunk 
734,LUCENE-3863, DocValues.type() -> DocValues.getType() 
735,LUCENE-2682, create test case to verify we support > 2.1B terms 
736,LUCENE-3841, CloseableThreadLocal does not work well with Tomcat thread pooling 
737,LUCENE-3361, port url+email tokenizer to standardtokenizerinterface (or similar) 
738,LUCENE-3117, yank SegmentReader.norm out of SegmentReader.java 
739,LUCENE-3197, Optimize runs forever if you keep deleting docs at the same time 
740,LUCENE-1898, Decide if we should remove lines numbers from latest Changes 
741,LUCENE-478, CJK char list 
742,LUCENE-698, FilteredQuery ignores boost 
743,LUCENE-871, ISOLatin1AccentFilter a bit slow 
744,LUCENE-2302," Replacement for TermAttribute+Impl with extended capabilities (byte[] support, CharSequence, Appendable) "
745,LUCENE-3334, IOUtils.closeSafely should log suppressed Exceptions in stack trace of original Exception (a new feature of Java 7) 
746,LUCENE-2693, Add delete term and query need to more precisely record the bytes used 
747,LUCENE-1899, Inefficient growth of OpenBitSet 
748,LUCENE-3094, optimize lev automata construction 
749,LUCENE-1005," GData TestDateFormater (sic) fails when the Date returned is: Sun, 23 Sep 2007 01:29:06 GMT+00:00 "
750,LUCENE-1296, Allow use of compact DocIdSet in CachingWrapperFilter 
751,LUCENE-2985, Build SegmentCodecs incrementally for consistent codecIDs during indexing 
752,LUCENE-2459, FilterIndexReader doesn't work correctly with post-flex SegmentMerger 
753,LUCENE-3744, Add support for type whitelist in TypeTokenFilter 
754,LUCENE-276, Memory leak when sorting 
755,LUCENE-2393, Utility to output total term frequency and df from a lucene index 
756,LUCENE-2319, IndexReader # doCommit - typo nit about v3.0 in trunk 
757,LUCENE-316, [PATCH] Mention RangeFilter in javadoc for maxClauseCount 
758,LUCENE-1502, CharArraySet behaves inconsistently in add(Object) and contains(Object) 
759,LUCENE-2704, TestIndexWriter.testOptimizeTempSpaceUsage fails w/ SimpleText codec 
760,LUCENE-2842, add Galician analyzer 
761,LUCENE-2621, Extend Codec to handle also stored fields and term vectors 
762,LUCENE-1102, EnwikiDocMaker id field 
763,LUCENE-3789, Expose FilteredTermsEnum from MTQ  
764,LUCENE-2310," Reduce Fieldable, AbstractField and Field complexity "
765,LUCENE-2758, TestPerFieldCodecSupport intermittent fail 
766,LUCENE-3815, Correct copy-paste victim Comment 
767,LUCENE-3612, remove _X.fnx 
768,LUCENE-960, SpanQueryFilter addition 
769,LUCENE-2978, Upgrade benchmark from commons-compress-1.0 to commons-compress-1.1 for 15 times faster gzip decompression 
770,LUCENE-1153, Lucene needs to ship the JUnit jar for testing 
771,LUCENE-3397, Cleanup Test TokenStreams so they are reusable 
772,LUCENE-2119," If you pass Integer.MAX_VALUE as 2nd param to search(Query, int) you hit unexpected NegativeArraySizeException "
773,LUCENE-1776, NearSpansOrdered does not lazy load payloads as the PayloadSpans javadoc implies 
774,LUCENE-2805, SegmentInfos shouldn't blindly increment version on commit 
775,LUCENE-657, FuzzyQuery should not be final 
776,LUCENE-744, TestFieldsReader - TestLazyPerformance problems w/ permissions in temp dir in multiuser environment 
777,LUCENE-2235, implement PerFieldAnalyzerWrapper.getOffsetGap 
778,LUCENE-1003,"RussianAnalyzer's tokenizer skips numbers from input text, "
779,LUCENE-3112, Add IW.add/updateDocuments to support nested documents 
780,LUCENE-2053, When thread is interrupted we should throw a clear exception 
781,LUCENE-3455, All Analysis Consumers should use reusableTokenStream 
782,LUCENE-1334, Term improvement 
783,LUCENE-1676," New Token filter for adding payloads ""in-stream"" "
784,LUCENE-905, left nav of docs/index.html in dist artifacts links to hudson for javadocs 
785,LUCENE-3473, CheckIndex should verify numUniqueTerms == recomputedNumUniqueTerms 
786,LUCENE-2260, AttributeSource holds strong reference to class instances and prevents unloading e.g. in Solr if webapplication reload and custom attributes in separate classloaders are used (e.g. in the Solr plugins classloader) 
787,LUCENE-2629," In modules/analysys/icu, ant gennorm2 does not work "
788,LUCENE-2156, use AtomicInteger/Boolean to track IR.refCount and IW.closed 
789,LUCENE-3558, SearcherManager and NRTManager should be in the same package 
790,LUCENE-275, Occur incompletely implemented for remote use. 
791,LUCENE-3179, OpenBitSet.prevSetBit() 
792,LUCENE-3553, tweak AppendingCodec to write segments_N compatible with 'normal' Lucene 
793,LUCENE-785, RAMDirectory not Serializable 
794,LUCENE-1939, IndexOutOfBoundsException at ShingleMatrixFilter's Iterator#hasNext method 
795,LUCENE-829, StandardBenchmarker#makeDocument does not explicitly close opened files 
796,LUCENE-1175, occasional MergeException while indexing 
797,LUCENE-1411, Enable IndexWriter to open an arbitrary commit point 
798,LUCENE-3292, IOContext should be part of the SegmentReader cache key  
799,LUCENE-2360, speedup recycling of per-doc RAM 
800,LUCENE-3526, preflex codec returns wrong terms if you use an empty field name 
801,LUCENE-3857, exceptions from other threads in beforeclass/etc do not fail the test 
802,LUCENE-3540," In 3.x branch (starting with 3.4) the IndexFormatTooOldException was backported, but the error message was not modified for 3.x "
803,LUCENE-2386, IndexWriter commits unnecessarily on fresh Directory 
804,LUCENE-2333," Failures during contrib builds, when classes in core were changed without ant clean "
805,LUCENE-583, ISOLatin1AccentFilter discards position increments of filtered terms 
806,LUCENE-1706, Site search powered by Lucene/Solr 
807,LUCENE-1318, InstantiatedIndexReader.norms called from MultiReader bug 
808,LUCENE-3407, wrong stats/scoring from MemoryCodec 
809,LUCENE-2479," need the ability to also sort SpellCheck results by freq, instead of just by Edit Distance+freq "
810,LUCENE-1891," Spatial uses java util logging that causes needless minor work (multiple string concat, a method call) due to not checking log level "
811,LUCENE-1184, Allow SnapshotDeletionPolicy to be reused across writer close/open 
812,LUCENE-3391, Make EasySimilarityProvider a full-fledged class  
813,LUCENE-3705, deadlock in TestIndexWriterExceptions 
814,LUCENE-3693, Add a testing implementation for DocumentsWriterPerThreadPool 
815,LUCENE-1847, PhraseQuery/TermQuery/SpanQuery use IndexReader specific stats in their explains 
816,LUCENE-2831, Revise Weight#scorer & Filter#getDocIdSet API to pass Readers context 
817,LUCENE-1892, Demo HTMLParser compares StringBuffer to an empty String with .equals 
818,LUCENE-436," [PATCH] TermInfosReader, SegmentTermEnum Out Of Memory Exception "
819,LUCENE-2215, paging collector 
820,LUCENE-209, Lucene requires ant 1.6? 
821,LUCENE-2220, Stackoverflow when calling deprecated CharArraySet.copy() 
822,LUCENE-1865, Add a ton of missing license headers throughout test/demo/contrib 
823,LUCENE-1018, intermittant exceptions in TestConcurrentMergeScheduler 
824,LUCENE-2672, speed up automaton seeking in nextString 
825,LUCENE-2116, Add link to irc channel #lucene on the website 
826,LUCENE-659, [PATCH] PerFieldAnalyzerWrapper fails to implement getPositionIncrementGap() 
827,LUCENE-630, results.jsp in luceneweb.war uses unknown parse-Method 
828,LUCENE-1456, FieldInfo omitTerms bug 
829,LUCENE-2550, 3.x backwards tests are using Version.LUCENE_CURRENT: aren't testing backwards! 
830,LUCENE-3191, Add TopDocs.merge to merge multiple TopDocs 
831,LUCENE-1493, Enable setting hits queue size in Search*Task in contrib/benchmark 
832,LUCENE-460, hashCode improvements 
833,LUCENE-1182, SimilarityDelegator is missing a delegating scorePayload() method 
834,LUCENE-1080, Make Token.DEFAULT_TYPE public 
835,LUCENE-926, Document Package level javadocs need improving 
836,LUCENE-578, Summer of Code GDATA Server  --Project structure and simple version to start with-- 
837,LUCENE-1157, Formatable changes log  (CHANGES.txt is easy to edit but not so friendly to read by Lucene users) 
838,LUCENE-242, Lucene Search has poor cpu utilization on a 4-CPU machine 
839,LUCENE-3052, PerFieldCodecWrapper.loadTermsIndex concurrency problem 
840,LUCENE-944, Remove deprecated methods in BooleanQuery 
841,LUCENE-1870, dists include analyzer contrib in src dist but not binary dist 
842,LUCENE-3627, CorruptIndexException on indexing after a failure occurs after segments file creation but before any bytes are written 
843,LUCENE-1009, LogByteSizeMergePolicy over-merges with autoCommit=false and documents with term vectors and/or stored fields 
844,LUCENE-1766, Add Thread-Safety note to IndexWriter JavaDoc 
845,LUCENE-1948, Deprecating InstantiatedIndexWriter 
846,LUCENE-1094, Exception in DocumentsWriter.addDocument can corrupt stored fields file (fdt) 
847,LUCENE-2964, Allow benchmark tasks from alternative packages 
848,LUCENE-1301, Refactor DocumentsWriter 
849,LUCENE-1641, Correct spatial and trie documentation links in JavaDocs and site 
850,LUCENE-3126, IndexWriter.addIndexes can make any incoming segment into CFS if it isn't already 
851,LUCENE-2322, Remove verbosity from tests and make configureable 
852,LUCENE-2185, add @Deprecated annotations 
853,LUCENE-2412," Architecture Diagrams needed for Lucene, Solr and Nutch "
854,LUCENE-1138, SpellChecker.clearIndex calls unlock inappropriately 
855,LUCENE-2616, FastVectorHighlighter: out of alignment when the first value is empty in multiValued field 
856,LUCENE-2161, Some concurrency improvements for NRT 
857,LUCENE-2493, Rename lucene/solr dev jar files to -SNAPSHOT.jar 
858,LUCENE-413, [PATCH] BooleanScorer2 ArrayIndexOutOfBoundsException + alternative NearSpans 
859,LUCENE-3189, TestIndexWriter.testThreadInterruptDeadlock failed (can't reproduce) 
860,LUCENE-2128, Further parallelizaton of ParallelMultiSearcher 
861,LUCENE-3232, Move MutableValues to Common Module 
862,LUCENE-3685, Add top-down version of BlockJoinQuery 
863,LUCENE-825, NullPointerException from SegmentInfos.FindSegmentsFile.run() if FSDirectory.list() returns NULL  
864,LUCENE-2743, SimpleText is too slow 
865,LUCENE-3566, Parametrizing H1 and H2 
866,LUCENE-3030, Block tree terms dict & index 
867,LUCENE-3622, separate IndexDocValues interface from implementation 
868,LUCENE-2708," when a test Assume fails, display information "
869,LUCENE-716, Support unicode escapes in QueryParser 
870,LUCENE-290, [PATCH] public static members in class TermVectorsWriter 
871,LUCENE-645, Highligter fails to include non-token at end of string to be highlighted 
872,LUCENE-449, NullPointerException when temporary directory not readable 
873,LUCENE-818, IndexWriter should detect when it's used after being closed 
874,LUCENE-2744, CheckIndex overstates how many fields have norms enabled 
875,LUCENE-3454, rename optimize to a less cool-sounding name 
876,LUCENE-2582, allow an alg file to specify the default codec 
877,LUCENE-1989," CharArraySet cannot be made generic, because it violates the Set<char[]> interface "
878,LUCENE-2489, promote TestExternalCodecs.PerFieldCodecWrapper to core 
879,LUCENE-2639," remove random juggling in tests, add -Dtests.seed "
880,LUCENE-3301, add workaround for jre breakiterator bugs 
881,LUCENE-3598, Improve InfoStream class in trunk to be more consistent with logging-frameworks like slf4j/log4j/commons-logging 
882,LUCENE-2494, Modify ParallelMultiSearcher to use a CompletionService instead of slowly polling for results 
883,LUCENE-481, IndexReader.getCurrentVersion() and isCurrent should use commit lock. 
884,LUCENE-2440, Add support for custom ExecutorServices in ParallelMultiSearcher 
885,LUCENE-3811, remove unused benchmark dependencies 
886,LUCENE-2416, Some improvements to Benchmark 
887,LUCENE-3894, Make BaseTokenStreamTestCase a bit more evil 
888,LUCENE-1709, Parallelize Tests 
889,LUCENE-367, Can not subscribe 
890,LUCENE-2402, Add an explicit method to invoke IndexDeletionPolicy 
891,LUCENE-1862, duplicate package.html files in queryParser and analsysis.cn packages 
892,LUCENE-3681, FST.BYTE2 should save as fixed 2 byte not as vInt 
893,LUCENE-706, Index File Format - Example for frequency file .frq is wrong 
894,LUCENE-2611, IntelliJ IDEA and Eclipse setup 
895,LUCENE-1995, ArrayIndexOutOfBoundsException during indexing 
896,LUCENE-3913, HTMLStripCharFilter produces invalid final offset 
897,LUCENE-3328, Specialize BooleanQuery if all clauses are TermQueries 
898,LUCENE-1739, 2.4.x index cannot be opened with 2.9-dev 
899,LUCENE-2004," Constants.LUCENE_MAIN_VERSION is inlined in code compiled against Lucene JAR, so version detection is incorrect "
900,LUCENE-2773, Don't create compound file for large segments by default 
901,LUCENE-1851, 'ant javacc' in root project should also properly create contrib/surround Java files 
902,LUCENE-2198, support protected words in Stemming TokenFilters 
903,LUCENE-572, SpanNotQuery.hashCode ignores exclude 
904,LUCENE-1808, make Query.createWeight public (or add back Query.createQueryWeight()) 
905,LUCENE-516, TestFSDirectory fails on Windows 
906,LUCENE-3631, Remove write access from SegmentReader and possibly move to separate class or IndexWriter/BufferedDeletes/... 
907,LUCENE-1412, FileNotFoundException thrown by Directory.copy() 
908,LUCENE-669, finalize()-methods of FSDirectory.FSIndexInput and FSDirectory.FSIndexOutput try to close already closed file 
909,LUCENE-2415, Remove JakarteRegExCapabilities shim to access package protected field 
910,LUCENE-3027, TestOmitTf.testMixedMerge random seed failure 
911,LUCENE-563, IndexReader currently has javadoc errors 
912,LUCENE-3580, Most 4.0 PostingsReaders don't obey DISI contract 
913,LUCENE-2245, Remaining contrib testcases should use Version based ctors instead of deprecated ones 
914,LUCENE-1838, BoostingNearQuery must implement clone - now it clones to a NearSpanQuery - cloning is required for Span container classes 
915,LUCENE-2090, convert automaton to char[] based processing and TermRef / TermsEnum api 
916,LUCENE-415, Merge error during add to index (IndexOutOfBoundsException) 
917,LUCENE-3583, benchmark tests always fail on windows because directory cannot be removed 
918,LUCENE-2631, Fix small perf issues with String/TermOrdValComparator 
919,LUCENE-1794, implement reusableTokenStream for all contrib analyzers 
920,LUCENE-2816, MMapDirectory speedups 
921,LUCENE-3765, trappy ignoreCase behavior with StopFilter/ignoreCase 
922,LUCENE-1234, BoostingTermQuery's BoostingSpanScorer class should be protected instead of package access 
923,LUCENE-1236, EdgeNGram* documentation improvement 
924,LUCENE-3453, remove IndexDocValuesField 
925,LUCENE-2051, Contrib Analyzer Setters should be deprecated and replace with ctor arguments 
926,LUCENE-948, Writers on two machines over NFS can hit FNFE due to stale NFS client caching 
927,LUCENE-1554, Problem with IndexWriter.mergeFinish 
928,LUCENE-2662, BytesHash 
929,LUCENE-1379, SpanScorer fails when sloppyFreq() returns 0 
930,LUCENE-2885, Add WaitForMergesTask 
931,LUCENE-349, Documentation for tii and tis files seems to be out of sync with code 
932,LUCENE-340, [PATCH] Highlighter: Delegate output escaping to Formatter 
933,LUCENE-3268, TestScoredDocIDsUtils.testWithDeletions test failure 
934,LUCENE-1841, Provide Summary Information on the Files in the Lucene index 
935,LUCENE-2467, IndexWriter memory leak when large docs are indexed 
936,LUCENE-3600, BlockJoinQuery advance fails on an assert in case of a single parent with child segment 
937,LUCENE-3400, Deprecate / Remove DutchAnalyzer.setStemDictionary 
938,LUCENE-1593, Optimizations to TopScoreDocCollector and TopFieldCollector 
939,LUCENE-3462, Jenkins builds hang quite often in TestIndexWriterWithThreads.testCloseWithThreads 
940,LUCENE-1905, Instantiating SimpleFSLockFactory by its String param constructor throws an IllegalStateException 
941,LUCENE-2311," Pass potent SR to IRWarmer.warm(), and also call warm() for new segments "
942,LUCENE-635, [PATCH] Decouple locking implementation from Directory implementation 
943,LUCENE-1902, Changes.html not explicitly included in release 
944,LUCENE-2111, Wrapup flexible indexing 
945,LUCENE-2092, BooleanQuery.hashCode and equals ignore isCoordDisabled 
946,LUCENE-1727, Order of stored Fields not maintained 
947,LUCENE-3615, Make it easier to run Test2BTerms 
948,LUCENE-1992, intermittent failure in TestIndexWriter. testExceptionDuringSync  
949,LUCENE-3184, add LuceneTestCase.rarely()/LuceneTestCase.atLeast() 
950,LUCENE-1663, Documentation bug.  The 2.4.1 query parser syntax wiki page says it is for 1.9 
951,LUCENE-3625, FieldValueFitler should expose the field it uses 
952,LUCENE-2975, hotspot bug in readvint gives wrong results 
953,LUCENE-2321, use packed ints for the terms dict index 
954,LUCENE-2476," Constructor of IndexWriter let's runtime exceptions pop up, while keeping the writeLock obtained "
955,LUCENE-3571, nuke IndexSearcher(directory) 
956,LUCENE-295, [PATCH] MultiSearcher problems with Similarity.docFreq() 
957,LUCENE-3606, Make IndexReader really read-only in Lucene 4.0 
958,LUCENE-2383, Some small fixes after the flex merge... 
959,LUCENE-3909, Move Kuromoji to analysis.ja and introduce Japanese* naming 
960,LUCENE-1147, add option to CheckIndex to only check certain segments 
961,LUCENE-2935, Let Codec consume entire document 
962,LUCENE-2970, SpecialOperations.isFinite can have TERRIBLE TERRIBLE runtime in certain situations 
963,LUCENE-2089, explore using automaton for fuzzyquery 
964,LUCENE-1542, Lucene can incorrectly set the position of tokens that start a field with positonInc 0. 
965,LUCENE-1247, Unnecessary assert in org.apache.lucene.index.DocumentsWriterThreadState.trimFields() 
966,LUCENE-1979, Remove remaining deprecations from indexer package 
967,LUCENE-3807, Cleanup suggester API 
968,LUCENE-2574, Optimize copies between IndexInput and Output 
969,LUCENE-919, DefaultSkipListReader should not be public 
970,LUCENE-2024," ""ant dist"" no longer generates md5's for the top-level artifacts "
971,LUCENE-652," Compressed fields should be ""externalized"" (from Fields into Document) "
972,LUCENE-1079, DocValues cleanup: constructor & getInnerArray() 
973,LUCENE-241, NullPointerException in CompoundFileReader 
974,LUCENE-1963, ArabicAnalyzer: Lowercase before Stopfilter 
975,LUCENE-258, [PATCH] HTMLParser doesn't parse hexadecimal character references 
976,LUCENE-1965, Lazy Atomic Loading Stopwords in SmartCN  
977,LUCENE-2804, check all tests that use FSDirectory.open 
978,LUCENE-951, PATCH MultiLevelSkipListReader NullPointerException 
979,LUCENE-865, SpellChecker not working because of stale IndexSearcher 
980,LUCENE-2358, rename KeywordMarkerTokenFilter 
981,LUCENE-3012," if you use setNorm, lucene writes a headerless separate norms file "
982,LUCENE-1883, Fix typos in CHANGES.txt and contrib/CHANGES.txt prior to 2.9 release 
983,LUCENE-1869," when checking tvx/fdx size mismatch, also include whether the file exists "
984,LUCENE-2667," Fix FuzzyQuery's defaults, so its fast. "
985,LUCENE-3327," TestFSTs.testRandomWords throws AIOBE when ""verbose""=true "
986,LUCENE-3437," Detect the test thread by reference, not by name. "
987,LUCENE-1169, Search with Filter does not work! 
988,LUCENE-3911, improve BaseTokenStreamTestCase random string generation 
989,LUCENE-1107," Clean up old JIRA issues in component ""Other"" "
990,LUCENE-2803, FieldCache should not pay attention to deleted docs when creating entries 
991,LUCENE-1202, Clover setup currently has some problems 
992,LUCENE-847, Factor merge policy out of IndexWriter 
993,LUCENE-2862, Track total term freq per term 
994,LUCENE-389, MatchAllDocsQuery to return all documents 
995,LUCENE-501, need DOAP file for Lucene 
996,LUCENE-2373, Create a Codec to work with streaming and append-only filesystems 
997,LUCENE-910, Add/change warning comments in the javadocs of Payload APIs 
998,LUCENE-875, javadocs creation has too many warnings/errors 
999,LUCENE-836," Benchmarks Enhancements (precision/recall, TREC, Wikipedia) "
1000,LUCENE-1925," In IndexSearcher class, make subReader and docCount arrays protected so sub classes can access them "
1001,LUCENE-2088," AttributeSource.addAttribute should only accept interfaces, the missing test leads to problems with Token.TOKEN_ATTRIBUTE_FACTORY "
1002,LUCENE-1201, Add getIndexCommit method to IndexReader 
1003,LUCENE-1740, Lucli: Command to change the Analyzer 
1004,LUCENE-2325, investigate solr test failures using flex 
1005,LUCENE-1875, Javadoc of TokenStream.end() somehow confusing 
1006,LUCENE-773," Deprecate ""create"" method in FSDirectory.getDirectory in favor of IndexWriter's ""create"" "
1007,LUCENE-3274, Collapse Common module into Lucene core util 
1008,LUCENE-2255, IndexWriter.getReader() allocates file handles 
1009,LUCENE-3686, EnhancementsPayloadIterator.getCategoryData(CategoryEnhancement) problematic usage of Object.equals() 
1010,LUCENE-1044, Behavior on hard power shutdown 
1011,LUCENE-528, Optimization for IndexWriter.addIndexes() 
1012,LUCENE-2640, add LuceneTestCase[J4].newField 
