,ID,SUMMARY
1231,LUCENE-1857, Change NumericRangeQuery to generics (for the numeric type) 
1232,LUCENE-3496, Support grouping by IndexDocValues 
1233,LUCENE-2466, fix some more locale problems in lucene/solr 
1234,LUCENE-783, Store all metadata in human-readable segments file 
1235,LUCENE-1433, Changes.html generation improvements 
1236,LUCENE-2155, random localization test failures 
1237,LUCENE-3200, Cleanup MMapDirectory to use only one MMapIndexInput impl with mapping sized of powers of 2 
1238,LUCENE-3054, SorterTemplate.quickSort stack overflows on broken comparators that produce only few disticnt values in large arrays 
1239,LUCENE-1177, IW.optimize() can do too many merges at the very end 
1240,LUCENE-360, Test compilation error 
1241,LUCENE-642, GData Server IndexComponent 
1242,LUCENE-1874, Further updates to the site scoring page 
1243,LUCENE-2517, changes-to-html: fixes and improvements 
1244,LUCENE-1741, Make MMapDirectory.MAX_BBUF user configureable to support chunking the index files in smaller parts 
1245,LUCENE-376, [PATCH] Ant macro for javadocs and javadocs-internal 
1246,LUCENE-246, [PATCH] Make a getter for SortField[] fields in org.apache.lucene.search.Sort 
1247,LUCENE-1605, Add subset method to BitVector 
1248,LUCENE-3494, Remove per-document multiply in FilteredQuery 
1249,LUCENE-2556, (Char)TermAttribute cloning memory consumption 
1250,LUCENE-3203, Rate-limit IO used by merging 
1251,LUCENE-1286, LargeDocHighlighter - another span highlighter optimized for large documents 
1252,LUCENE-1187, Things to be done now that Filter is independent from BitSet 
1253,LUCENE-3778, Create a grouping convenience class 
1254,LUCENE-3718, SamplingWrapperTest failure with certain test seed 
1255,LUCENE-2846," omitTF is viral, but omitNorms is anti-viral. "
1256,LUCENE-3549, Remove DocumentBuilder interface from facet module 
1257,LUCENE-1387, Add LocalLucene 
1258,LUCENE-3876, TestIndexWriterExceptions fails (reproducible) 
1259,LUCENE-3707, Add a Lucene3x private SegmentInfosFormat implemenation 
1260,LUCENE-1164, Improve how ConcurrentMergeScheduler handles too-many-merges case 
1261,LUCENE-1404, NPE in NearSpansUnordered.isPayloadAvailable()  
1262,LUCENE-2278, FastVectorHighlighter: highlighted term is out of alignment in multi-valued NOT_ANALYZED field 
1263,LUCENE-3883, Analysis for Irish 
1264,LUCENE-392, [PATCH] Some Field methods use Classcast check instead of instanceof which is slow 
1265,LUCENE-2692, Position Checking Span Queries 
1266,LUCENE-689, NullPointerException thrown by equals method in SpanOrQuery 
1267,LUCENE-1069, CheckIndex incorrectly sees deletes as index corruption 
1268,LUCENE-3348, IndexWriter applies wrong deletes during concurrent flush-all 
1269,LUCENE-3071, PathHierarchyTokenizer adaptation for urls: splits reversed 
1270,LUCENE-1253, LengthFilter and other TokenFilters that skip tokens ignore relative positionIncrement 
1271,LUCENE-3742, SynFilter doesn't set offsets for outputs that hang off the end of the input tokens 
1272,LUCENE-3802, Grouping collector that computes grouped facet counts 
1273,LUCENE-3381, Sandbox remaining contrib queries 
1274,LUCENE-1960, Remove deprecated Field.Store.COMPRESS 
1275,LUCENE-2205," Rework of the TermInfosReader class to remove the Terms[], TermInfos[], and the index pointer long[] and create a more memory efficient data structure. "
1276,LUCENE-2341, explore morfologik integration 
1277,LUCENE-3418, Lucene is not fsync'ing files on commit 
1278,LUCENE-2641, BaseTestRangeFilter can be extremely slow 
1279,LUCENE-1179, AssertionError on creating doc containing field with empty string as field name 
1280,LUCENE-447," Make ""ant -projecthelp"" show the javadocs and docs targets as well "
1281,LUCENE-220, Inconsistent behaviour sorting against field with no related documents 
1282,LUCENE-1064, Make TopDocs constructor public 
1283,LUCENE-2740, PerFieldCodecWrapper causes crashes if not all per field codes have been used 
1284,LUCENE-801, build.xml in cnotrib/benchmark should auto build core java and demo if required 
1285,LUCENE-215, addIndexes unexpectedly closes index 
1286,LUCENE-2619, simple improvements to tests 
1287,LUCENE-3726, Default KuromojiAnalyzer to use search mode 
1288,LUCENE-3602, Add join query to Lucene 
1289,LUCENE-2966, SegmentReader.doCommit should be sync'd; norms methods need not be sync'd 
1290,LUCENE-3127, pull CoreReaders out of SegmentReader 
1291,LUCENE-2102, LowerCaseFilter for Turkish language 
1292,LUCENE-1566, Large Lucene index can hit false OOM due to Sun JRE issue 
1293,LUCENE-2134," [PATCH] ant-task ""javadocs-all"" fails with OutOfMemoryError "
1294,LUCENE-959, Document Vector->ArrayList 
1295,LUCENE-2377, Enable the use of NoMergePolicy and NoMergeScheduler by Benchmark 
1296,LUCENE-1394, Include all CHANGES.txt under contrib 
1297,LUCENE-1031, Fixes a handful of misspellings/mistakes in changes.txt 
1298,LUCENE-3031, setFlushPending fails if we concurrently hit a aborting exception 
1299,LUCENE-2918, IndexWriter should prune 100% deleted segs even in the NRT case 
1300,LUCENE-1564, Field.setValue(...) doesn't properly handle switching between byte[] and other types 
1301,LUCENE-3382, fix compound-file/NoSuchDirectoryException bugs in NRTCachingDir 
1302,LUCENE-3701, FST apis out of sync between trunk/3.x 
1303,LUCENE-1134, BooleanQuery.rewrite does not work properly for minNumberShouldMatch 
1304,LUCENE-925, Analysis Package Level Javadocs 
1305,LUCENE-1196, RAMDirectory reports incorrect EOF on seek 
1306,LUCENE-2488, Fix 2.9 contrib builds to succeed when JDK 1.4 is used (leaving out contribs that require 1.5) 
1307,LUCENE-1087, MultiSearcher.explain returns incorrect score/explanation relating to docFreq 
1308,LUCENE-404, Crash when querying an index using multiple term positions. 
1309,LUCENE-1696, Added New Token API impl for ASCIIFoldingFilter 
1310,LUCENE-1858, Update site level documentation 
1311,LUCENE-1331, FSDirectory doesn't detect double-close nor usage after close 
1312,LUCENE-2761, specialize payload processing from of DocsAndPositionsEnum 
1313,LUCENE-2029, Allow separate control over whether body is stored or analyzed 
1314,LUCENE-1208, Deadlock case in IndexWriter on exception just before flush 
1315,LUCENE-1549, Strengthen CheckIndex a bit 
1316,LUCENE-2299, if you open an NRT reader while addIndexes* is running it may miss segments 
1317,LUCENE-1209," If setConfig(Config config) is called in resetInputs(), you can turn term vectors off and on by round "
1318,LUCENE-2294, Create IndexWriterConfiguration and store all of IW configuration there 
1319,LUCENE-672, new merge policy 
1320,LUCENE-2244, Improve StandardTokenizer's understanding of non ASCII punctuation and quotes 
1321,LUCENE-3016, Analyzer for Latvian 
1322,LUCENE-2781, Drop deprecations from trunk 
1323,LUCENE-2110, Refactoring of FilteredTermsEnum and MultiTermQuery 
1324,LUCENE-2473," Clicking on the ""More Results"" link in luceneweb.war demo results in ArrayIndexOutOfBoundsException "
1325,LUCENE-2513, IndexReader overwrites future commits when you open it on a past commit 
1326,LUCENE-1682, unit tests should use private directories 
1327,LUCENE-869, Make FSIndexInput and FSIndexOutput inner classes of FSDirectory 
1328,LUCENE-1374, Merging of compressed string Fields may hit NPE 
1329,LUCENE-3176, TestNRTThreads test failure 
1330,LUCENE-1384," addIndexesNoOptimize intermittantly throws incorrect ""segment exists in external directory..."" exception "
1331,LUCENE-1790, Add Boosting Function Term Query and Some Payload Query refactorings 
1332,LUCENE-1611, Do not launch new merges if IndexWriter has hit OOME 
1333,LUCENE-3273, Convert Lucene Core tests over to a simple MockQueryParser 
1334,LUCENE-1382, Allow storing user data when IndexWriter.commit() is called 
1335,LUCENE-920, IndexModifier has incomplete Javadocs 
1336,LUCENE-3043, o.a.l.analysis.de.GermanStemmer crashes on some inputs 
1337,LUCENE-3502, Packed ints: move .getArray into Reader API 
1338,LUCENE-3517, Fix pulsingcodec to reuse its enums 
1339,LUCENE-2164, Make CMS smarter about thread priorities 
1340,LUCENE-1854," build.xml's tar task should use longfile=""gnu"" "
1341,LUCENE-678, [PATCH] LockFactory implementation based on OS native locks (java.nio.*) 
1342,LUCENE-2836, FieldCache rewrite method for MultiTermQueries 
1343,LUCENE-2904, non-contiguous LogMergePolicy should be careful to not select merges already running 
1344,LUCENE-3358, StandardTokenizer disposes of Hiragana combining mark dakuten instead of attaching it to the character it belongs to 
1345,LUCENE-3207, CustomScoreQuery calls weight() where it should call createWeight() 
1346,LUCENE-2584, Concurrency issues in SegmentInfo.files() could lead to ConcurrentModificationException 
1347,LUCENE-3767, Explore streaming Viterbi search in Kuromoji 
1348,LUCENE-1828, MemoryIndex doesn't call TokenStream.reset() and TokenStream.end() 
1349,LUCENE-432, Make FieldSortedHitQueue public 
1350,LUCENE-1267, add numDocs() and maxDoc() methods to IndexWriter; deprecate docCount() 
1351,LUCENE-3396, Make TokenStream Reuse Mandatory for Analyzers 
1352,LUCENE-2595, most tests should use MockRAMDirectory not RAMDirectory 
1353,LUCENE-2657," Replace Maven POM templates with full POMs, and change documentation accordingly "
1354,LUCENE-1585, Allow to control how payloads are merged 
1355,LUCENE-2468, reopen on NRT reader should share readers w/ unchanged segments 
1356,LUCENE-1494, masking field of span for cross searching across multiple fields (many-to-one style) 
1357,LUCENE-945, contrib/benchmark tests fail find data dirs 
1358,LUCENE-1872, Improve javadocs for Numeric* 
1359,LUCENE-2564, wordlistloader is inefficient 
1360,LUCENE-1684, Add matchVersion to StandardAnalyzer 
1361,LUCENE-3108, Land DocValues on trunk 
1362,LUCENE-1189, QueryParser does not correctly handle escaped characters within quoted strings 
1363,LUCENE-2653, ThaiAnalyzer assumes things about your jre 
1364,LUCENE-931, Some files are missing the license headers 
1365,LUCENE-1154, System Reqs page should be release specific 
1366,LUCENE-361, FieldSortedHitQueue.lessThan() should not be final 
1367,LUCENE-1310, Phrase query with term repeated 3 times requires more slop than expected 
1368,LUCENE-963, Add setters to Field to allow re-use of Field instances during indexing 
1369,LUCENE-2882, Cut over SpanQuery#getSpans to AtomicReaderContext 
1370,LUCENE-3880, UAX29URLEmailTokenizer fails to recognize emails as such when the mailto: scheme is prepended 
1371,LUCENE-1199, NullPointerException in IndexModifier.close() 
1372,LUCENE-554, Possible index corruption if crashing while replacing segments file 
1373,LUCENE-3222, Buffered deletes under count RAM 
1374,LUCENE-3014, comparator API for segment versions 
1375,LUCENE-1651, Make IndexReader.open() always return MSR to simplify (re-)opens. 
1376,LUCENE-3684, Add offsets to postings (D&PEnum) 
1377,LUCENE-1226, IndexWriter.addIndexes(IndexReader[]) fails to create compound files 
1378,LUCENE-1736, DateTools.java general improvements 
1379,LUCENE-2041, Complete parallelizaton of ParallelMultiSearcher 
1380,LUCENE-1805, CloseableThreadLocal should allow null Objects 
1381,LUCENE-3480, refactoring of docvalues params in Codec.java 
1382,LUCENE-3231, Add fixed size DocValues int variants & expose Arrays where possible 
1383,LUCENE-3032, TestIndexWriterException fails with NPE on realtime 
1384,LUCENE-3562, Stop storing TermsEnum in CloseableThreadLocal inside Terms instance 
1385,LUCENE-1450, RangeQuery & RangeFilter used with collation seek to lowerTerm using compareTo() 
1386,LUCENE-2190, CustomScoreQuery (function query) is broken (due to per-segment searching) 
1387,LUCENE-1679, Make WildcardTermEnum#difference() non-final 
1388,LUCENE-1933, Provide an convenience AttributeFactory that implements all default attributes with Token 
1389,LUCENE-734, Upload Lucene 2.0 artifacts in the Maven 1 repository 
1390,LUCENE-2717, BasicOperations.concatenate creates invariants 
1391,LUCENE-2819, LuceneTestCase's check for uncaught exceptions in threads causes collateral damage? 
1392,LUCENE-2315," AttributeSource's methods for accessing attributes should be final, else its easy to corrupt the internal states "
1393,LUCENE-1448, add getFinalOffset() to TokenStream 
1394,LUCENE-3378, Some contribs depend on core tests to be compiled and fail when ant clean was done before 
1395,LUCENE-2541, NumericRangeQuery errors with endpoints near long min and max values 
1396,LUCENE-1027, contrib/benchmark config does not play nice with doubles with the flush.by.ram value 
1397,LUCENE-896, Let users set Similarity for MoreLikeThis 
1398,LUCENE-2722, Sep codec should store less in terms dict 
1399,LUCENE-996, Parsing mixed inclusive/exclusive range queries 
1400,LUCENE-714, Use a System.arraycopy more than a for 
1401,LUCENE-1957, Remove deprecated Filter.bits() and make Filter.getDocIdSet() abstract. 
1402,LUCENE-3722, make similarities/term/collectionstats take long (for > 2B docs) 
1403,LUCENE-3495, BlockJoinQuery doesn't implement boost 
1404,LUCENE-2675, Add support for 3.0 indexes in 2.9 branch 
1405,LUCENE-3867, RamUsageEstimator.NUM_BYTES_ARRAY_HEADER and other constants are incorrect 
1406,LUCENE-2901, KeywordMarkerFilter resets keyword attribute state to false for tokens not in protwords.txt 
1407,LUCENE-580, Pre-analyzed fields 
1408,LUCENE-1708, Improve the use of isDeleted in the indexing code 
1409,LUCENE-1129, ReadTask ignores traversalSize 
1410,LUCENE-752, Some tests fail due to common use of java.io.tmpdir 
1411,LUCENE-593, Spellchecker's dictionary iterator misbehaves 
1412,LUCENE-2424, FieldDoc.toString only returns super.toString 
1413,LUCENE-2288, Create EMPTY_ARGS constsant in SnowballProgram instead of allocating new Object[0] 
1414,LUCENE-2702, BytesRefHash#get() should expect a BytesRef instances for consistency 
1415,LUCENE-2906, Filter to process output of ICUTokenizer and create overlapping bigrams for CJK  
1416,LUCENE-2953," PriorityQueue is inheriently broken if subclass attempts to use ""heap"" w/generic T bound to anything other then ""Object"" "
1417,LUCENE-2121, add UnicodeUtil.nextValidUTF16String  
1418,LUCENE-3159, lucene benchmark has some unnecessary files 
1419,LUCENE-1522, another highlighter 
1420,LUCENE-1320," ShingleMatrixFilter, a three dimensional permutating shingle filter "
1421,LUCENE-3224, bugs in ByteArrayDataInput 
1422,LUCENE-1657," Make ""boolean readOnly"" a required arg to IndexReader.open "
1423,LUCENE-909, Demo targets for running the demo 
1424,LUCENE-1836, Flexible QueryParser fails with local different from en_US 
1425,LUCENE-406, sort missing string fields last 
1426,LUCENE-3796," Disallow setBoost() on StringField, throw exception if boosts are set if norms are omitted "
1427,LUCENE-2523, if index is too old you should hit an exception saying so 
1428,LUCENE-3123, TestIndexWriter.testBackgroundOptimize fails with too many open files 
1429,LUCENE-3414, Bring Hunspell for Lucene into analysis module 
1430,LUCENE-3630, MultiReader and ParallelReader accidently override doOpenIfChanged(boolean readOnly) with doOpenIfChanged(boolean doClone) 
1431,LUCENE-3896, CharTokenizer has bugs for large documents. 
1432,LUCENE-1067, TestStressIndexing has intermittent failures 
1433,LUCENE-2246," While indexing Turkish web pages, ""Parse Aborted: Lexical error...."" occurs "
1434,LUCENE-1789, getDocValues should provide a MultiReader DocValues abstraction 
1435,LUCENE-2755, Some improvements to CMS 
1436,LUCENE-610, BooleanScorer2 does not compile with ecj 
1437,LUCENE-3520, If the NRT reader hasn't changed then IndexReader.openIfChanged should return null 
1438,LUCENE-2486," when opening the merged SegmentReader, IW attempts to open store files that were deleted "
1439,LUCENE-491," DateTools needs to use UTC for correct collation, "
1440,LUCENE-3487, TestBooleanMinShouldMatch test failure 
1441,LUCENE-2180, Deprecated API called in o.a.l.store Directories 
1442,LUCENE-2845, move contrib/benchmark to modules/benchmark 
1443,LUCENE-3551, Yet another race in IW#nrtIsCurrent 
1444,LUCENE-2066, Add Highlighter test for RegexQuery 
1445,LUCENE-2107, Add contrib/fast-vector-highlighter to Maven central repo 
1446,LUCENE-2210, trectopicsreader doesn't properly read descriptions or narratives 
1447,LUCENE-1871, Highlighter wraps caching token filters that are not CachingTokenFilter in CachingTokenFilter 
1448,LUCENE-1685, Make the Highlighter use SpanScorer by default 
1449,LUCENE-3208, Move Query.weight() to IndexSearcher as protected method 
1450,LUCENE-3326, MoreLikeThis reuses a reader after it has already closed it 
1451,LUCENE-1045, SortField.AUTO doesn't work with long 
1452,LUCENE-2534, MultiTermsEnum over-shares between different Docs/AndPositionsEnum 
1453,LUCENE-1438, StandardTokenizer splits host names with hyphens into multiple tokens 
1454,LUCENE-2838, ConstantScoreQuery should directly support wrapping Query and simply strip off scores 
1455,LUCENE-743, IndexReader.reopen() 
1456,LUCENE-3081," Document Maven nightly builds, artifact generation, and using Maven to build Lucene/Solr "
1457,LUCENE-3251, Directory#copy leaks file handles 
1458,LUCENE-814, javacc on Win32 (cygwin) creates wrong line endings - fix them with 'ant replace' 
1459,LUCENE-3822, Inner classes of FilterAtomicReader (trunk) / FilterIndexReader (3.x) do not override all methods to be filtered 
1460,LUCENE-3144, FreqProxTermsWriter leaks file handles if exceptions are thrown during flush() 
1461,LUCENE-3599, haversine() is broken / misdocumented 
1462,LUCENE-664, [PATCH] small fixes to the new scoring.html doc 
1463,LUCENE-2103, NoLockFactory should have a private constructor 
1464,LUCENE-2791, WindowsDirectory 
1465,LUCENE-3515, Possible slowdown of indexing/merging on 3.x vs trunk 
1466,LUCENE-1355, Using the WeightedTerms option in the Highlighter can cause fragments to be supressed for indexes with deletes 
1467,LUCENE-3020, better payload testing with mockanalyzer 
1468,LUCENE-2566, + - operators allow any amount of whitespace 
1469,LUCENE-2463, Improve Greek analysis 
1470,LUCENE-2481, Enhance SnapshotDeletionPolicy to allow taking multiple snapshots 
1471,LUCENE-2217, Remaining reallocation should use ArrayUtil.getNextSize() 
1472,LUCENE-2837, Collapse Searcher/Searchable/IndexSearcher; remove contrib/remote; merge PMS into IndexSearcher 
1473,LUCENE-1927, Lucene-core 2.9.0 missing from Maven Central Repository 
1474,LUCENE-2270, queries with zero boosts don't work 
1475,LUCENE-1971, Remove deprecated RangeQuery classes 
1476,LUCENE-3185, NRTCachingDirectory.deleteFile always throws exception 
1477,LUCENE-1802, Un-deprecate QueryParser and remove documentation that says it will be replaced in 3.0 
1478,LUCENE-2601, Make getAttribute(Class attClass) Generic 
1479,LUCENE-3082, Add tool to upgrade all segments of an index to last recent supported index format without optimizing 
1480,LUCENE-1200, IndexWriter.addIndexes* can deadlock in rare cases 
1481,LUCENE-3769, Simplify NRTManager 
1482,LUCENE-2879, MultiPhraseQuery sums its own idf instead of Similarity. 
1483,LUCENE-2365, Finding Newest Segment In Empty Index 
1484,LUCENE-3731, Create a analysis/uima module for UIMA based tokenizers/analyzers 
1485,LUCENE-2300, IndexWriter should never pool readers for external segments 
1486,LUCENE-2963, Easier way to run benchmark 
1487,LUCENE-3017, FST should differentiate between final vs non-final stop nodes 
1488,LUCENE-2529, always apply position increment gap between values 
1489,LUCENE-2095, Document not guaranteed to be found after write and commit 
1490,LUCENE-974, Remove Author tags from code 
1491,LUCENE-2140, TopTermsScoringBooleanQueryRewrite minscore 
1492,LUCENE-1406, new Arabic Analyzer (Apache license) 
1493,LUCENE-2954, CheckIndex prints wrong version number on 3.1 indexes (and posibly also in trunk) 
1494,LUCENE-863," Deprecate StandardBenchmarker and ""old"" benchmarker code in favor of the Task based approach "
1495,LUCENE-3385, EasySimilarity to interpret document length as float 
1496,LUCENE-979, Remove Deprecated Benchmarking Utilities from contrib/benchmark 
1497,LUCENE-1680, Make prefixLength accessible to PrefixTermEnum subclasses 
1498,LUCENE-1661, Change visibility of getComparator method in SortField from protected to public 
1499,LUCENE-2218, ShingleFilter improvements 
1500,LUCENE-1057, indexing doesn't reset token state 
1501,LUCENE-2990, Improve ArrayUtil/CollectionUtil.*Sort() methods to early-reaturn on empty or one-element lists/arrays 
1502,LUCENE-2739, Refactor TestIndexWriter 
1503,LUCENE-573, Escaped quotes inside a phrase cause a ParseException 
1504,LUCENE-557, search vs explain - score discrepancies 
1505,LUCENE-1947, Snowball package contains BSD licensed code with ASL header 
1506,LUCENE-3100, IW.commit() writes but fails to fsync the N.fnx file 
1507,LUCENE-3443, Port 3.x FieldCache.getDocsWithField() to trunk 
1508,LUCENE-2757, Refactor RewriteMethods out of MultiTermQuery 
1509,LUCENE-3461, Adding same IndexDocValuesField twice trips assert 
1510,LUCENE-2168, benchmark alg can't handle negative relative priority 
1511,LUCENE-1796, Speed up repeated TokenStream init 
1512,LUCENE-2064, Highlighter should support all MultiTermQuery subclasses without casts 
1513,LUCENE-711, BooleanWeight should size the weights Vector correctly 
1514,LUCENE-3546, IW#nrtIsCurrent retruns true if changes are in del queue but not in bufferedDeleteStream yet 
1515,LUCENE-2006, Optimization for FieldDocSortedHitQueue 
1516,LUCENE-732, Support DateTools in QueryParser 
1517,LUCENE-1240, TermsFilter: reuse TermDocs 
1518,LUCENE-1357, SpanScorer does not respect ConstantScoreRangeQuery setting 
1519,LUCENE-2268, Add test to check maven artifacts and their poms 
1520,LUCENE-3831, Passing a null fieldname to MemoryFields#terms in MemoryIndex throws a NPE 
1521,LUCENE-485, IndexWriter.mergeSegments should not hold the commit lock while cleaning up. 
1522,LUCENE-2944, BytesRef reuse bugs in QueryParser and analysis.jsp 
1523,LUCENE-2972, Intermittent failure in TestFieldCacheTermsFilter.testMissingTerms 
1524,LUCENE-1610, Preserve whitespace in <code> sections in the Changes.html generated from CHANGES.txt by changes2html.pl 
1525,LUCENE-1222, IndexWriter.doAfterFlush not being called when there are no deletions flushed 
1526,LUCENE-2834, don't spawn thread statically in FSDirectory on Mac OS X 
1527,LUCENE-1795, New QueryParser should not allow leading wildcard by default 
1528,LUCENE-3639, Add test case support for shard searching 
1529,LUCENE-339, date encoding limitation removing 
1530,LUCENE-762, [PATCH] Efficiently retrieve sizes of field values 
1531,LUCENE-2123," Move FuzzyQuery rewrite as separate RewriteMode into MTQ, was: Highlighter fails to highlight FuzzyQuery "
1532,LUCENE-369, Cannot use Lucene in an unsigned applet due to Java security restrictions 
1533,LUCENE-921, IndexReader.FieldOption has incomplete Javadocs 
1534,LUCENE-1397," When BG merge hits an exception, optimize sometimes throws an IOException missing the root cause "
1535,LUCENE-1086," DocMakers setup for the ""docs.dir"" property fails when passing an absolute path. "
1536,LUCENE-1156, Wikipedia Document Generation Changes 
1537,LUCENE-790, contrib/benchmark - few improvements and a bug fix 
1538,LUCENE-2531, FieldComparator.TermOrdValComparator compares by value unnecessarily 
1539,LUCENE-3057, LuceneTestCase#newFSDirectoryImpl misses to set LockFactory if ctor call throws exception 
1540,LUCENE-1670, Cosmetic JavaDoc updates 
1541,LUCENE-1852, Fix remaining localization test failures in lucene 
1542,LUCENE-2872, Terms dict should block-encode terms 
1543,LUCENE-1619, TermAttribute.termLength() optimization 
1544,LUCENE-3410, Make WordDelimiterFilter's instantiation more readable 
1545,LUCENE-1955, Fix Hits deprecation notice 
1546,LUCENE-1042, discrepancy in getTermFreqVector-methods  
1547,LUCENE-2352, Add a new TestBackwardsCompatibility index for flex backwards (a 3.0 one with also numeric fields) 
1548,LUCENE-1287, Allow usage of HyphenationCompoundWordTokenFilter without dictionary 
1549,LUCENE-2400," ShingleFilter: don't output all-filler shingles/unigrams; also, convert from TermAttribute to CharTermAttribute "
1550,LUCENE-3177, Decouple indexer from Document/Field impls 
1551,LUCENE-582, Don't throw TooManyClauses exception 
1552,LUCENE-2184, CartesianPolyFilterBuilder doesn't properly account for which tiers actually exist in the index  
1553,LUCENE-638," Can't put non-index files (e.g. CVS, SVN directories) in a Lucene index directory "
1554,LUCENE-721, Code coverage reports 
1555,LUCENE-2652, Rethink LocalizedTestCaseRunner with JUnit 4 - Clover OOM 
1556,LUCENE-3442, QueryWrapperFilter gets null DocIdSetIterator when wrapping TermQuery 
1557,LUCENE-2490, 'ant generate-maven-artifacts' should work for lucene+solr 3.x+ 
1558,LUCENE-1893, All spatial contrib shape classes implement equals but not hashCode 
1559,LUCENE-868, Making Term Vectors more accessible 
1560,LUCENE-2736, Wrong implementation of DocIdSetIterator.advance  
1561,LUCENE-1595, Split DocMaker into ContentSource and DocMaker 
1562,LUCENE-1545, Standard analyzer does not correctly tokenize combining character U+0364 COMBINING LATIN SMALL LETTRE E 
1563,LUCENE-3586, Choose a specific Directory implementation running the CheckIndex main 
1564,LUCENE-384, Range Query works only with lower case terms 
1565,LUCENE-2323, reorganize contrib modules 
1566,LUCENE-2057, TopDocsCollector should have bounded generic <T extends ScoreDoc> 
1567,LUCENE-423, thread pool implementation of parallel queries 
1568,LUCENE-2694, MTQ rewrite + weight/scorer init should be single pass 
1569,LUCENE-3289, FST should allow controlling how hard builder tries to share suffixes 
1570,LUCENE-2939, Highlighter should try and use maxDocCharsToAnalyze in WeightedSpanTermExtractor when adding a new field to MemoryIndex as well as when using CachingTokenStream 
1571,LUCENE-3676, Support SortedSource in MultiDocValues 
1572,LUCENE-3770, Rename FilterIndexReader to FilterAtomicReader 
1573,LUCENE-3513, Add SimpleFragListBuilder constructor with margin parameter 
1574,LUCENE-3901, Add katakana stem filter to better deal with certain katakana spelling variants 
1575,LUCENE-1643, use reusable collation keys in ICUCollationFilter 
1576,LUCENE-1908, Similarity javadocs for scoring function to relate more tightly to scoring models in effect 
1577,LUCENE-2681, fix generics violations in contrib/modules 
1578,LUCENE-2106, Benchmark does not close its Reader when OpenReader/CloseReader are not used 
1579,LUCENE-1712, Set default precisionStep for NumericField and NumericRangeFilter 
1580,LUCENE-418, [PATCH] Contribution: A QueryParser which passes wildcard and prefix queries to analyzer 
1581,LUCENE-994," Change defaults in IndexWriter to maximize ""out of the box"" performance "
1582,LUCENE-465, surround test code is incompatible with *Test pattern in test target. 
1583,LUCENE-2153, IndexReader.open should take Codecs 
1584,LUCENE-318," ""System Properties"" doc lists ""lockDir"" instead of ""lockdir"" "
1585,LUCENE-1771, Using explain may double ram reqs for fieldcaches when using ValueSourceQuery/CustomScoreQuery or for ConstantScoreQuerys that use a caching Filter. 
1586,LUCENE-1140, NPE in StopFilter caused by StandardAnalyzer(boolean replaceInvalidAcronym) constructor 
1587,LUCENE-2281, Add doBeforeFlush to IndexWriter 
1588,LUCENE-1556, some valid email address characters not correctly recognized 
1589,LUCENE-884, Query Syntax page does not make it clear that wildcard searches are not allowed in Phrase Queries 
1590,LUCENE-3801, Generify FST shortestPaths() to take a comparator 
1591,LUCENE-1516, Integrate IndexReader with IndexWriter  
1592,LUCENE-1938, Precedence query parser using the contrib/queryparser framework 
1593,LUCENE-2570, Some improvements to _TestUtil and its usage 
1594,LUCENE-3479, TestGrouping failure 
1595,LUCENE-2378, Cutover remaining usage of pre-flex APIs 
1596,LUCENE-3256," Consolidate CustomScoreQuery, ValueSourceQuery and BoostedQuery  "
1597,LUCENE-1745, Add ability to specify compilation/matching flags to RegexCapabiltiies implementations 
1598,LUCENE-3588, Try harder to prevent SIGSEGV on cloned MMapIndexInputs 
1599,LUCENE-3444, Distinct field value count per group 
1600,LUCENE-3388, TestTermsEnum.testIntersectRandom fail 
1601,LUCENE-2219, improve BaseTokenStreamTestCase to test end() 
1602,LUCENE-2008, TokenStream/Tokenizer/TokenFilter/Token javadoc improvements 
1603,LUCENE-1806, Add args to test-macro 
1604,LUCENE-3720, OOM in TestBeiderMorseFilter.testRandom 
1605,LUCENE-1639, intermittent failure in TestIndexWriter. testRandomIWReader 
1606,LUCENE-1254, addIndexesNoOptimize should not enforce maxMergeDocs/maxMergeSize limit 
1607,LUCENE-1896, Modify confusing javadoc for queryNorm 
1608,LUCENE-3559, remove IndexSearcher.docFreq/maxDoc 
1609,LUCENE-813, leading wildcard's don't work with trailing wildcard 
1610,LUCENE-2986, divorce defaultsimilarityprovider from defaultsimilarity 
1611,LUCENE-3594, Backport FieldCacheTermsFilter code duplication removal to 3.x 
1612,LUCENE-2817, SimpleText has a bulk enum buffer reuse bug 
1613,LUCENE-2354, Convert NumericUtils and NumericTokenStream to use BytesRef instead of Strings/char[] 
1614,LUCENE-2016, replace invalid U+FFFF character during indexing 
1615,LUCENE-2843, Add variable-gap terms index impl. 
1616,LUCENE-2248," Tests using Version.LUCENE_CURRENT will produce problems in backwards branch, when development for 3.2 starts "
1617,LUCENE-1446, Run 'test-tag' in nightly build 
1618,LUCENE-1151, Fix StandardAnalyzer to not mis-identify HOST as ACRONYM by default 
1619,LUCENE-292, [PATCH] Comment corrections in MMapDirectory.java 
1620,LUCENE-1525, Missing dependencies in two generated maven pom files  
1621,LUCENE-2592, Add static readSnapshotsInfo to PersistentSnapshotDeletionPolicy 
1622,LUCENE-494, Analyzer for preventing overload of search service by queries with common terms in large indexes 
1623,LUCENE-781, NPE in MultiReader.isCurrent() and getVersion() 
1624,LUCENE-2482, Index sorter 
1625,LUCENE-720, Unit tests TestBackwardsCompatibility and TestIndexFileDeleter might fail depending on JVM 
