,ID,SUMMARY
901,JCR-232, jcr:baseVersion is not updated when the base version is removed from the version history 
902,JCR-3185, refactor consistency checks in BundleDBPersistenceManager into a standalone class that could be re-used for other PMs 
903,JCR-1987, Jackrabbit's lucene based query implementation does not check property constraints on the root node. 
904,JCR-1005, More Fine grained Permission Flags 
905,JCR-3003, Tika configuration may use wrong class loader 
906,JCR-357, Move to jackrabbit.apache.org 
907,JCR-359, JCA project tests assume Windows paths 
908,JCR-779, Timeout for Session and/or Lock 
909,JCR-2901, JCR-2523 break the transaction handling in container managed environment 
910,JCR-84, WebDAV LocatorFactoryImpl$Locator.getHref() constructs root resource URLs incorrectly 
911,JCR-277, reorganize xdocs and website 
912,JCR-737, unexpected session is used  in XATest.testAddNodeCommit() 
913,JCR-50, Persistence data of versioning not cleaned up correctly 
914,JCR-1181, Use common base classes in jackrabbit-core and jcr2spi 
915,JCR-1823, Repository.login throws IllegalStateException 
916,JCR-501, TCK: SetPropertyValueTest#testCompactValueArrayWithNulls does not respect nodename1 and nodetype configuration properties 
917,JCR-2060," JSR 283: Access Nodes and Properties by Array of ""NameGlob"" "
918,JCR-3191, Update commons-io dependency from versiom 1.4 to 2.0.1  
919,JCR-2454, spi2dav: JSR 283 NodeType Management 
920,JCR-1309, Refactor DBMS support for JNDI datasources 
921,JCR-979, Extend apache parent pom for Apache wide configuration 
922,JCR-1624, Proxies improvement 
923,JCR-1230, Jcr-Server: useful output upon GET to root- and workspace-resources 
924,JCR-718, NoSuchItemStateException on removing node (no versioning) 
925,JCR-2642, JackrabbitParser and tika 0.7 parser 
926,JCR-2289, Allow importing of ACL with unknown principals 
927,JCR-1044, NTCollectionConverterImpl throws a null pointer exception on update 
928,JCR-1469, Data store garbage collection: ScanEventListener not working 
929,JCR-127, Speedup Startup 
930,JCR-1252, BundleFsPersistenceManager: remove deprecated settings 
931,JCR-1041, Avoid using BitSets in ChildAxisQuery to minimize memory usage 
932,JCR-2427, UUIDDocId.getDocumentNumbers() may return illegal value 
933,JCR-2397, AccessControlEntries should be orderable 
934,JCR-2620, Authorizable#getProperty and #setProperty should deal with relativePath  
935,JCR-341, Jcr-Server: registration of ReportTypes fails 
936,JCR-857, Basic support for fn:name() 
937,JCR-2600, AbstractLoginModule logs a warning on anonymous logins 
938,JCR-863, Use FileLock for locking instead of empty file 
939,JCR-3058, BundleDumper to analyze broken bundles 
940,JCR-1983, Provide change log consolidator 
941,JCR-1137, test cases relying on Node.equals() 
942,JCR-791, Improve performance of MatchAllScorer 
943,JCR-2153, Introduce QValueConstraint and change return type of QPropertyDefinition.getValueConstraints() 
944,JCR-2936, JMX Bindings for Jackrabbit 
945,JCR-1480, Deadlock when executing Version operations 
946,JCR-1633," When node is created and locked in same transaction, exception is thrown "
947,JCR-2462, IllegalStateException on session#save() 
948,JCR-1869, Make lazy loading proxy callback Serializable 
949,JCR-2257, Removal of a node with shared subnodes fails 
950,JCR-1541, Evict fixed NodePropBundle from cache 
951,JCR-2087, Upgrade to Java 5 as the base platform 
952,JCR-2120, java.lang.Iterable support for RangeIterators 
953,JCR-1605, RepositoryLock does not work on NFS sometimes 
954,JCR-1499, Error logged when repository is shut down 
955,JCR-2148, Move extensions to the JSR 283 security API  from jackrabbit-core to jackrabbit-api 
956,JCR-388, add support for RFC 3253 to the simple server 
957,JCR-2083, BLOB Store: only open a stream when really necessary 
958,JCR-372," Consistently refer to ""Apache Jackrabbit"" in docs and site "
959,JCR-2579," InvalidItemStateException when attempting concurrent, non conflicting writes "
960,JCR-1733, WebDAV BIND support 
961,JCR-1106, Add simple query method to ObjectContentManager 
962,JCR-1108, JCR2SPI: error level logging when cleaning up session locks  
963,JCR-2796, Restoring a node fails (partially) if done within a XA transaction 
964,JCR-53, Refactoring config handling 
965,JCR-2360, JcrUtils.getRepository(...) for simple repository access 
966,JCR-2655, initVersions crashes with NPE 
967,JCR-1022, Reduce calls to RepositoryService.getRepositoryDescriptors() 
968,JCR-2035, IndexingQueue not checked on initial index creation 
969,JCR-2991, jcr-server: DefaultItemCollection#unlock does not call DavSession#removeReference 
970,JCR-2785, EffectiveNodeType#getNamedNodeDefs returns array QItemDefinition instead of QNodeDefinition 
971,JCR-1007, Move common implementations of SPI interfaces to spi-commons module 
972,JCR-3203, GroupImp#getMembers and #getDeclaredMembers should return RangeIterator 
973,JCR-767, Use Maven dependency management 
974,JCR-2375, Create ScoreNode on demand in SortedLuceneQueryHits 
975,JCR-1171, Contribute Pluggable Permission and User Management to Jackrabbit 
976,JCR-2449, Slow performance due to JCR-2138 (Prevent persistence of faulty back-references) 
977,JCR-2954, SQL-2 query returns more than the requested column 
978,JCR-1224, Release references to JCR items in tearDown 
979,JCR-3005, Make it possible to get multiple nodes in one call via davex 
980,JCR-267, temporary files created by some jUnit test are not automatically removed 
981,JCR-21, NodeTypeRegistry.validateNodeTypeDef causes NullPointerException 
982,JCR-1828, Improvement in comment of QValue.getLength()  
983,JCR-1301, Trouble undeploying jackrabbit-webapp from Tomcat 
984,JCR-2093, Implement QueryObjectModelFactory.fullTextSearch() in QueryManagerImpl 
985,JCR-1036," JCR2SPI; setProperty(name, date-string) fails when property is added and property type is PropertyType.DATE. "
986,JCR-289, jcr-server: make auth-header configurable for JCR-Server 
987,JCR-1974, JSR 283: Evaluate Capabilities  
988,JCR-954, Allow to disable referential integrity checking for workspace 
989,JCR-1532, ERROR 40XD0: Container has been closed exception with Derby DB 
990,JCR-3063, NullPointerException in ItemManager 
991,JCR-1264," IfHeader: Incorrect test for parsing keyword ""not"" in parseIfList "
992,JCR-128, Deleting binary property does not remove 'blob file' in filesystem 
993,JCR-1064, Optimize queries that check for the existence of a property 
994,JCR-129, ORM PersistenceManagers don't compile 
995,JCR-2804, Add isDeclaredMember() method to Group 
996,JCR-2330, Restore mix:referenceable check to SessionImpl.getNodeByUUID 
997,JCR-868, Jackrabbit JCR Nodemanagement API implementation 
998,JCR-355, Extract JDBC Connection Init 
999,JCR-1484, Node.getReferences() does not properly reflect saved but not yet committed changes 
1000,JCR-1013, Connection.setAutoCommit(...) fails if connection is managed for JNDIDatabasePersistenceManager 
1001,JCR-2183, Provide overridables for lock checking 
1002,JCR-2933, SQL2 Left Outer Join 
1003,JCR-150, Node.getLock() on a lock non-lockable node throws javax.jcr.UnsupportedRepositoryOperationException 
1004,JCR-1800, JCR2SPI: lockmgr isn't aware about external unlock (CacheBehavior.OBSERVATION) 
1005,JCR-2617, ItemStateMap warnings during node type changes 
1006,JCR-2091, Searchability settings in PropertyDefinition 
1007,JCR-2546, SISM blocks the item state cache when loading a new item 
1008,JCR-1418, Redesign NodeInfo.getReferences() 
1009,JCR-722, typo in the mimetypes.properties file 
1010,JCR-3243, RepositoryStatistics should be more flexible 
1011,JCR-2135, UserManagement: make membership a weakreferences 
1012,JCR-606, RMI-DateValue does not support full ISO8601 format 
1013,JCR-3170, Precompile JavaCC parsers in jackrabbit-spi-commons 
1014,JCR-1556, PersistenceManager API change breaks backward compatibility 
1015,JCR-287, session.setNamespacePrefix() creates ambiguous mappings 
1016,JCR-547, SimpleSelectionTest assumes RowIterator.getSize() not to return -1 
1017,JCR-2743, ClassCastException in GroupImpl.isCyclicMembership 
1018,JCR-422, charset in Content-Type header shouldn't be in quotes 
1019,JCR-3195, wrong assumptions in test cases about lock tokens 
1020,JCR-2314, Open access modifier for RepositoryImpl.doShutdown() 
1021,JCR-1488, Node deleted while query is executed should not affect result size 
1022,JCR-2812, Allow whitespaces in base64 encoded binary fields of XML import files 
1023,JCR-1011, JCR2SPI: add configurable cache for Item instances (ItemManager) 
1024,JCR-2056, JSR 283: Binary interfaces  
1025,JCR-1014, Convert Batch implementation in spi-rmi from remote object into a local one 
1026,JCR-814, Oracle bundle PM fails checking schema if 2 users use the same database 
1027,JCR-2525, NodeState and NodeStateListener deadlock 
1028,JCR-2763, Drop the Dumpable interface 
1029,JCR-2309, Remove excessive dependencies from jcr-client module 
1030,JCR-1661, Extend mimetype list of text extractors 
1031,JCR-989, Modify LazyQueryResultImpl to allow resultFetchSize to be set programmatically 
1032,JCR-1245, JCR2SPI: Use namespace decl. present in imported xml to resolve Name/Path values 
1033,JCR-637, Multiple namespace definitions in CND prevent definition of node type without child nodes 
1034,JCR-1640," Not configuring the adminId, anonymousId, or defaultuserId causes login module to ignore credentials "
1035,JCR-2402, Observation: avoid running out of memory 
1036,JCR-3162, Index update overhead on cluster slave due to JCR-905 
1037,JCR-2720, Changes from Session.move() to a top-level node aren't seen in a second session 
1038,JCR-820, Add support for query result highlighting 
1039,JCR-2972, Allow name to be set in PropertyInfoBuilder and NodeInfoBuilder 
1040,JCR-369, IllegalNameException when importing document view with two mixins 
1041,JCR-747, TCK: observation tests are too restrictive 
1042,JCR-3048, Upgrade to latest Apache parent POM 
1043,JCR-2760, Use hash codes instead of sequence numbers for string indexes 
1044,JCR-2280, Lazy initialize ItemDefinition 
1045,JCR-2410, ChainedTermEnum omits initial terms 
1046,JCR-185, filter jcr properties in jcr-server 
1047,JCR-58, warning: unmappable character for encoding UTF8 
1048,JCR-2027, Remove background initialization of hierarchy cache 
1049,JCR-3194, ConcurrentModificationException in CacheManager. 
1050,JCR-1577, Remove RepositoryService.getRootId() 
1051,JCR-251, NullPointerException in VirtualNodeTypeStateManager.nodeTypeRegistered 
1052,JCR-927, DatabaseJournal needs connection reestablishment logic 
1053,JCR-552, Move listeners from item state to item state managers 
1054,JCR-1263, Move SimpleWebdavServlet to jcr-server and make it abstract 
1055,JCR-1555, Add support for boolean values to QValue 
1056,JCR-2540, spi2dav : move/reorder not properly handled by observation 
1057,JCR-802, Create a jackrabbit-site subproject 
1058,JCR-555, ConsistencyCheck uses too much memory 
1059,JCR-2085, test case (TCK) maintenance for JCR 2.0 
1060,JCR-3077, WeightedHighlighter does not encode XML markup characters 
1061,JCR-1117, Bundle cache is not rolled back when the storage of a ChangeLog fails 
1062,JCR-969, better error for unknown date formats 
1063,JCR-756, Concurrent add/remove child node operations in a cluster may corrupt repository. 
1064,JCR-314, Fine grained locking in SharedItemStateManager 
1065,JCR-48, XMLPersistenceManager trims string property values 
1066,JCR-3006, UserManager: concurrent user creation using same intermediate path fails 
1067,JCR-1528, CLONE -ManageableCollectionUtil doesn't support Maps 
1068,JCR-2196, Add cause to ItemStateException in BundleDbPersistenceManager.store() 
1069,JCR-2807, ConcurrentModificationException in SessionItemStateManager.getIdOfRootTransientNodeState() 
1070,JCR-1958," Enhanced JCR remoting (extending webdav SPI impl, basic remoting servlet) "
1071,JCR-1989, AppendRecord writes single bytes to disk 
1072,JCR-660, SQL Parser fails with SQL 92 timestamp format 
1073,JCR-2307," BLOBFileValue.read(byte[] b, long pos) ignores return value of InputStream.skip "
1074,JCR-2318, Keep WebDAV exception causes 
1075,JCR-1319, NullPointerException when accessing the SimpleWebdavServlet at the prefix path 
1076,JCR-2213, ChangeLogRecord throws NullPointerException 
1077,JCR-317," replace UUID strings by UUID classes in NodeId, etc.. "
1078,JCR-2443, AbstractSession should not synchronize on the session instance 
1079,JCR-812, TCK: RestoreTest.testRestoreLabel 
1080,JCR-685, Remove some synchronization on CachingNamespaceResolver 
1081,JCR-2052, XPath QueryFormat may produce malformed XPath statement 
1082,JCR-2629, LoginModuleConfig should allow to specify principalProvider-name in addition to the class 
1083,JCR-2129, Prevent data inconsistencies due to incorrect or missed merges in the ItemStateManagers 
1084,JCR-1099, jcr2spi NodeEntryImpl.getPath() blows stack due to getIndex() calling itself 
1085,JCR-995, Release the OCM component 
1086,JCR-640, rename jcr-browser contrib project 
1087,JCR-1599, LuceneQueryBuilder assumes readability of root-Node to be granted in any case. 
1088,JCR-2434, Occasional IndexingQueueTest failure 
1089,JCR-1268, Move JCRWebdavServerServlet to jcr-server and make it abstract 
1090,JCR-2647, Reduce temporary memory usage of hierarchy cache initialization 
1091,JCR-1654, Incorrect slf4j-log4j12 dependency scope in spi-commons 
1092,JCR-3159, LOWER operand with nested LOCALNAME operand not work with SQL2 
1093,JCR-2389," Update dependency versions for commons-collections, slf4j and derby "
1094,JCR-575, unicode escapes in files generated by JJTree 
1095,JCR-495, TCK: SessionReadMethodsTest#testIsLive calls logout() more than once 
1096,JCR-2820, FineGrainedISMLocking problems 
1097,JCR-2260, MemoryFileSystem.deleteFolder deletes all folders starting with this name  
1098,JCR-494, Typo in message logged upon startup when repository is already in use 
1099,JCR-2744, Avoid element arrays in PathImpl 
1100,JCR-3089, javax.jcr.RepositoryException when a JOIN SQL2 query is send via Davex and has results 
1101,JCR-2881, Deadlock on version operations in a clustered environment 
1102,JCR-1293, ReorderReferenceableSNSTest failure 
1103,JCR-1755, ClassCastException when registering custom node by XML file 
1104,JCR-2464, Reduce usage of String.intern() 
1105,JCR-997, ValueFactory is not extensible 
1106,JCR-3014, Identifier paths for inexistent items throw exception 
1107,JCR-2110, o.a.j.spi.commons.query.sql2.ParserTest uses platform encoding with non-ASCII characters 
1108,JCR-482, DocViewSaxEventGenerator may generate non-NS-wellformed XML 
1109,JCR-1270, CompactNodeTypeDefReader does not recognise MIXIN ORDERABLE sequence 
1110,JCR-1697, Simple Google style query 
1111,JCR-993, corrupted paths after moving nodes 
1112,JCR-235, Cache jcr name to QName mappings 
1113,JCR-2166, Provide query support  for WEAKREFERENCE reverse lookup 
1114,JCR-1491, UUID check in BundleFsPersistenceManager.getListRecursive() leads to endless loop 
1115,JCR-2229, Improve behaviour when 'too many open files' occurs 
1116,JCR-1557, Avoid exceptions during shutting repository down if several PMs/FSs use same DB 
1117,JCR-266, Denying a primaryType does not work in XPath 
1118,JCR-3122, QueryObjectModelImpl should execute queries as SessionOperation(s) 
1119,JCR-1619, Update copyright years in READMEs and NOTICEs 
1120,JCR-1029, CLONE -Handling of multiple residual prop defs in EffectiveNodeTypeImpl 
1121,JCR-1728, Observation logs error when a node is moved in place 
1122,JCR-910, jcr mapping layer does not expose node move and node copy via PersistenceManager.java 
1123,JCR-1053, Calling size method of a ManageableArrayList causes NullPointerException 
1124,JCR-1477, Incorrect link on Apache Jackrabbit Welcome homepage 
1125,JCR-3017, Version history recovery fails in case a version does not have a jcr:frozenNode 
1126,JCR-1376, SearchIndex parameter cacheSize is ignored 
1127,JCR-2157, SQL2 parser: Support CAST 
1128,JCR-391, WebDAV method invocation trying to create a new resource should fail with 409 (Conflict) if parent resource does not exist 
1129,JCR-3202, AuthorizableImpl#memberOf and #declaredMemberOf should return RangeIterator 
1130,JCR-2885, Move tika-parsers dependency to deployment packages 
1131,JCR-1839, JSR 283: Introduce Event.getDate() 
1132,JCR-1578, Jcr2Spi: UpdateTest#testUpdateRemovesExtraProperty and #testUpdateAddsMissingSubtree fail occasionally 
1133,JCR-1474, consistency check fails with derbypm if bundle size exceeds 32k 
1134,JCR-2825, FALSE predicate always returns true 
1135,JCR-1612, Reintroduce NamespaceStorage 
1136,JCR-1662, Add pattern matching for paths 
1137,JCR-1055, Incorrect node position after import 
1138,JCR-2934, SQL2 queries are not logged 
1139,JCR-135, extensibility patch for DavResourceImpl 
1140,JCR-1216, Unreferenced sessions should get garbage collected 
1141,JCR-2105, JSR 283 NodeType Management 
1142,JCR-1266, Use creation tick instead of weak references in DocNumberCache 
1143,JCR-2451, Implement RepositoryFactory in jcr2dav 
1144,JCR-3002, Add read acessor for user data to SessionInfoImpl 
1145,JCR-1602, DbDatastore: Problems indexing pdf file 
1146,JCR-2128, Adding DerbyDataStore to handle proper close of the embedded database 
1147,JCR-2461, Item retrieval inefficient after refresh 
1148,JCR-2081, NameSet does not implement equals(Object) and hashCode() methods 
1149,JCR-649, Like expression does not match line terminator in String 
1150,JCR-2665," JCR Test for Adding Node Type Tests That Abstract Nodes Can Be Added as Children, contrary to JCR 2.0 specification "
1151,JCR-720, TCK: NodeReadMethodsTest#testGetPrimaryItemItemNotFoundException selects wrong test data 
1152,JCR-2532, spi2davex: session-scoped lock tokens not included in if-header 
1153,JCR-1830, XMLTextExtractor returns an empty reader when encoding is unsupported 
1154,JCR-192, Update monitor is not released 
1155,JCR-2707, improve performance when saving a node with a large number of child nodes (e.g. > 10k child node entries) 
1156,JCR-2466," jcr2spi: versionmanager#checkout(NodeState) should not forward to checkout(NodeState, NodeId) "
1157,JCR-1721, make collection element names configurable 
1158,JCR-222, incompatible with newers versions of xml-apis 
1159,JCR-2373, Buffered I/O in IndexInfos 
1160,JCR-1715, Prevent excessive Path.Element instances 
1161,JCR-2764, JackrabbitIndexReader prevents use of DocNumberCache 
1162,JCR-1302, ArrayHits does not end properly when skipTo doesn't find document 
1163,JCR-445, repository is locked by WorkspaceJanitor when another workspace is reindexing 
1164,JCR-2888," Namespace comparison in Namespace.java doesn't work, if a node return null, but it expects an empty string "
1165,JCR-3224, SystemSession#createSession should return SessionImpl again 
1166,JCR-138, Typo in log output 
1167,JCR-539, Concurrent Repository.login() throws IllegalStateException 
1168,JCR-2039, Add log information when node/property type determination fails 
1169,JCR-592, Use only the standard Maven repository for dependencies 
1170,JCR-345, Jcr-Server: DavException doesn't allow to specify an exception cause 
1171,JCR-1461, Deadlock on concurrent commit/checkin operations 
1172,JCR-2436, webdav's PropertyDefinitionImpl's toXML doesn't seem to attach query operators element to the returned dom 
1173,JCR-16, Observation tests fail 
1174,JCR-311, Unnecessary parameter in NodeTypeRegistry.persistCustomNodeTypeDefs(NodeTypeDefStore store) 
1175,JCR-1885, Make termInfosIndexDivisor configurable 
1176,JCR-99, Introduce cache for frequently used index lookups 
1177,JCR-2870, Transient Repository cannot be used more than once when configured with DataSources 
1178,JCR-511, TCK: Node types selected by SetValueValueFormatExceptionTest may lead to incorrect test failure 
1179,JCR-1306, Reduce number of different repository.xml present with jackrabbit-core 
1180,JCR-35, NodeTypeDefDiff compares to restrictive 
1181,JCR-950, The move method doesn't remove the source node 
1182,JCR-1457, Restart of RMI-component fails (because it's not released while shutdown) 
1183,JCR-2071, IndexMerger throws null pointer exception without stacktrace 
1184,JCR-1516, Add Compact Namespace and Node Type Definition support to spi-commons 
1185,JCR-2856, Upgrade to latest SLF4J and Logback 
1186,JCR-1350, Add a serializing content handler 
1187,JCR-859, rep:excerpt() may return malformed XML 
1188,JCR-2193, builtin_nodetypes.cnd contains non-ascii chars and is not correctly decoded using websphere 
1189,JCR-365, Web client/WebDAV fails to unescape workspace names 
1190,JCR-337, Jcr-Server: remove jcr depedency from dav-library 
1191,JCR-3237, add missing name constants for mix:title 
1192,JCR-2195, Provide possibility to import protected items using Session import functionality 
1193,JCR-2554, Deadlock inside XASession on Weblogic 
1194,JCR-2891, VersionManagerImplRestore internalRestoreFrozen method has identity versus equals bug 
1195,JCR-746, TCK: check for wrong repository descriptor. should be versioning instead of locking 
1196,JCR-893, More query classes with missing extractTerms() 
1197,JCR-778, Error on query initialization - intermittent 
1198,JCR-741, Handling of multiple residual prop defs in EffectiveNodeTypeImpl 
1199,JCR-2524, Reduce memory usage of DocIds 
1200,JCR-1826, Change default value of SearchIndex extractorPoolSize 
1201,JCR-3040, JMX Stats for the Session 
1202,JCR-1856, Change value for SearchIndex#DEFAULT_EXTRACTOR_BACK_LOG 
1203,JCR-1729, Node#addNode fails with AccessDeniedException if session lacks read-permission to an ancestor 
1204,JCR-2013, IOUtils - getCreated(...) - SimpleDateFormat is not threadsafe 
1205,JCR-3200," consistency check should get node ids in chunks, not rely on total count "
1206,JCR-600, Repository does not release all resources on shutdown 
1207,JCR-2471, Update LICENSE and NOTICE files to match the updated dependencies 
1208,JCR-714, TCK: Test root path not escaped when used in XPath queries 
1209,JCR-1043, Package names for spring project do not match update ocm packages 
1210,JCR-110, Rename package core.search to core.query 
1211,JCR-3056, jcr-commons: Add utility to translate a string to a AuthorizableQuery and execute it on the user manager  
1212,JCR-1087, Maintain the cluster revision table 
1213,JCR-2094, Use an enumeration for QOM operators 
1214,JCR-900, Lucene queries are not properly rewritten 
1215,JCR-2973, ItemInfoBuilder should not include PropertyInfos in ChildInfos 
1216,JCR-783, TCK: SerializationTest.helpTestSaxException casts ContentHandler to DefaultHandler 
1217,JCR-3272, EventConsumer.canRead() should rely on AccessManager.isGranted() 
1218,JCR-3225, ConcurrentModificationException in QueryStatImpl 
1219,JCR-2143, Registering a Nodetype based on an existing NodeType fail 
1220,JCR-87, Move to a newer vesion of Commons Collections 
1221,JCR-2184, Allow parsing custom elements in workspace config 
1222,JCR-2542, spi2dav: EventFilters not respected 
1223,JCR-136, Cached Item could be lost in cache 
1224,JCR-2328, PropertyValue constraint fails with implicit selectorName using JCR-SQL2 
1225,JCR-1872, Improve performance of simple path queries 
1226,JCR-1078, ChangeLog serialization causes cache inconsistencies 
1227,JCR-2725, PostgreSQL: Failed to guess validation query 
1228,JCR-1981, Test class in the main source tree 
1229,JCR-3029, JcrRemotingServlet should interpolate system properties in the home init-param 
1230,JCR-911, Remove sanityCheck() from ItemImpl.getSession() 
1231,JCR-470, XMLIndexFilter should index the attributes 
1232,JCR-2866, Cluster: Node type register/unregister deadlock 
1233,JCR-1128, XML import always throws ItemExistsException when trying to overwrite existing nodes 
1234,JCR-1343, Replace xerces for serialization by JAXP 
1235,JCR-1554, StaleItemStateException with distributed transactions 
1236,JCR-828, CheckPermissionTest-testCheckPermission() doesn't allow config of node type to be created 
1237,JCR-2843, ConstraintSplitter.getSelectorNames doesn't support FullTextSearch constraints 
1238,JCR-3102, InternalVersion.getFrozenNode confused about root version? 
1239,JCR-813, TCK: testSaveMovedRefNode 
1240,JCR-381, Repository does not start if text filter dependencies are missing 
1241,JCR-842, support stores where binary properties are mandatory (such as in nt:resource) 
1242,JCR-2583, Occasional testDataStoreGarbageCollection test failures 
1243,JCR-2403, insufficient privileges 
1244,JCR-2541, spi2dav : EventJournal not  implemented 
1245,JCR-982, Each TransactionContext creates new thread 
1246,JCR-332, Upgrade to Maven 2 
1247,JCR-2064, Add new JSR283 features to CND reader/writer 
1248,JCR-2369, Problem importing node with binary property in a repository configured with datastore 
1249,JCR-789, PathElement.equals doesn't handle INDEX_UNDEFINED 
1250,JCR-458, session.move() throws ItemExistsException despite same name siblings 
1251,JCR-2054, Provide base classes to simplify read only RepositoryService implementations 
1252,JCR-1131, JCR2SPI NodeEntryImpl throws NPE during reorderNodes 
1253,JCR-1443," Make JCAManagedConnectionFactory non final, so it can be extended "
1254,JCR-1889, Incorrect support for java interfaces in typed collection fields 
1255,JCR-2961, Improve logging of Session.save() to trace back root cause of externally modified nodes 
1256,JCR-1868, Inconsistent state when removing mix:lockable from a locked Node 
1257,JCR-20, Logging into a repository with a big version history takes a long time 
1258,JCR-1267, Unreachable catch block for NameException in ValueConstraint.java 
1259,JCR-100, contrib/orm-persistence Node ordering not supported 
1260,JCR-1271, NullPointerException when iterating over properties 
1261,JCR-2488, Add the ability to disable inheriting ancestor ACLs 
1262,JCR-293, Property.setValue(InputStream) closes stream 
1263,JCR-949, PostgreSQL support in clustering module 
1264,JCR-2065, use the internal CND file for builtin nodetypes 
1265,JCR-1238, Change default value for maxMergeDocs 
1266,JCR-371, ItemStateException on concurrently committing transactions of versioning operations 
1267,JCR-140, Versioning might no be thread safe 
1268,JCR-2456, Repository is corrupt after concurrent changes with the same session 
1269,JCR-1944, Privilege content representation should be of property type NAME 
1270,JCR-2648, PropertyImpl.getNode() and NamePropertyTest use different exception than documented in the JCR API JavaDoc 
1271,JCR-2838, Tika regressions in 0.8 
1272,JCR-416, Webdav Simple: Delegate PROPPATCH to (extended) IOHandlers 
1273,JCR-213, Avoid creation of more than one jackrabbit instance with the same configuration 
1274,JCR-171, QueryManager.createQuery() exception handling 
1275,JCR-442, Implement a backup tool 
1276,JCR-787, Missing equals and hashcode preventing the re-use of SharedFieldSortComparator 
1277,JCR-2353, Poor performance in range queries using dates 
1278,JCR-118, Session.importXML and Workspace.importXML throw wrong exception 
1279,JCR-561, Add support to provide custom classloader for class instantiation from configuration 
1280,JCR-953, Support for transactions when using JCR over RMI. 
1281,JCR-2433, NPE when copying nodes with Workspace.copy() 
1282,JCR-1875, Failing Node.unlock() might leave inconsistent transient state 
1283,JCR-1518, BundleFsPersistenceManager has no property called: minBlobSize 
1284,JCR-2676, FileDataStore should check for lastModified error result 
1285,JCR-2294, Group.addMemeber() might add a REFERENCE instead of a WEAKREFERENCE 
1286,JCR-2161, Deprecate org.apache.jackrabbit.api.JackrabbitNodeTypeManager in 2.0 and 1.6 
1287,JCR-483, Lock tokens reains in session after unlock 
1288,JCR-3167, Make Jackrabbit compile on Java 7 
1289,JCR-570," Fix pom.xml in jackrabbit core (small fix, big return) "
1290,JCR-2279, Improve reusability of AbstractRepositoryService and AbstractReadableRepositoryService 
1291,JCR-2394, Add timing information to event delivery 
1292,JCR-519," Missing support for some ""general"" relations in QueryTreeDump and xpath.QueryFormat "
1293,JCR-1993," UserManagement: Missing assertion that Principal name isn't """" "
1294,JCR-850, Promote the classloader component from contrib 
1295,JCR-1118, Upgrade contrib/bdb-persistence to work w/Jackrabbit 1.3 
1296,JCR-2338, Tests not executable for already present mixins 
1297,JCR-2731, LockMethod.getResponseAsLockDiscovery() fails when status==201  
1298,JCR-9, Version.isSame(Object) not working 
1299,JCR-144, Path parser does not allow trailing slashes 
1300,JCR-2521, WorkspaceImporter throws exception 
1301,JCR-1162, Improve logging in NodeTypeRegistry.persistCustomNodeTypeDefs 
1302,JCR-441, Session logout doesn't release locks acquired using addLockToken 
1303,JCR-563, encode/decode 
1304,JCR-156, Review test cases and cross check with 1.0 specification 
1305,JCR-1116, Database persistence managers: log database and driver name and version 
1306,JCR-1835, Database Data Store: support database type 'mssql' 
1307,JCR-782, TCK: LockTest.testGetLock compares Nodes with equals 
1308,JCR-2952, PrivilegeHandlerTest fails on Windows 
1309,JCR-760, Default blob size for mysql ddl too small 
1310,JCR-1379, AbstractExcerpt uses wrong logger 
1311,JCR-2031, Improved log message: include path 
1312,JCR-2771, Simplified Repository URI format for JNDI lookups 
1313,JCR-312, CompactNodeTypeDefReader adds nt:base as declared supertype even if already extending 
1314,JCR-3025, NPE in ConsolidatingChangeLog 
1315,JCR-988, Configure the maven build for IDE project generation for IDEA and Eclipse 
1316,JCR-2863, Session#importXML can't handle properly uuid collision if user has insufficient permission 
1317,JCR-1453, Allow access to journal inside ClusterNode 
1318,JCR-2444, Exception executing SQL2/JQOM with non-admin session 
1319,JCR-2221," Rename ""Version Managers"" "
1320,JCR-2008, System search manager uses a SessionItemStateManager 
1321,JCR-1070, Promotion of SPI from Contrib 
1322,JCR-2544, spi2dav : list of known issues in the pom.xml 
1323,JCR-721, Duplicate key in DatabasePersistenceManager 
1324,JCR-909, checkIfNodeLocked()  in jcr mapping layer  does not behave properly when open scoped locks are used 
1325,JCR-724, PropertyReadMethodsTest.testIsSame leaks session 
1326,JCR-659, import of multivalue properties with single value results in incorrect property creation 
1327,JCR-2955, Use GrowingLRUMap in CachingEntryCollector 
1328,JCR-1932, Session.getAttributes( ) call always returns an empty array 
1329,JCR-1317, Add a MBean method to programatically create a new Workspace. 
1330,JCR-1906, Make observation polling time configurable 
1331,JCR-2207, XATest error: commit from different thread but same XID must not block 
1332,JCR-490, TCK: ExportDocViewTest.exportValues fails on empty multivalued property 
1333,JCR-2942, Move privilege reader/writer to spi-commons and use qualified names 
1334,JCR-1308, Unnecessary null check in EffectiveNodeType.getApplicableChildNodeDef() 
1335,JCR-805, Introduce a temprary cache for intermediate query results 
1336,JCR-1183, JCR2SPI: potential race condition in event listener registration 
1337,JCR-2092, make spi query code compatible with JCR 2.0 
1338,JCR-2999, Access control evaluation does not properly cope with XA transactions 
1339,JCR-2909, EntryCollectorTest failure on certain Java versions 
1340,JCR-1547, JCR2SPI: remove dependency to state-package within nodetype package 
1341,JCR-264, TextFilters get called three times within checkin() method 
1342,JCR-2435, [patch] Fix overly specific casting in core 
