,ID,SUMMARY
454,JCR-1143, NullPointerException in ClassDescriptor 
455,JCR-1756, Include OCM in the main Jackrabbit build when using Java 5 
456,JCR-945, Use correct version number in repository descriptor 
457,JCR-1090, Superfluous AndQueryNode  in query tree built by SQL parser 
458,JCR-1448, nt:versionedChild problem 
459,JCR-207, moving locked node removes locked state 
460,JCR-2320, Real In-memory Repository 
461,JCR-2106, SystemSessions created for GarbageCollector are not logged out of 
462,JCR-1142, ocm fails with NPE when a ClassDescriptor isn't found 
463,JCR-2261, Enable FileSystem unit tests 
464,JCR-3007, setProperty access control evaluation does not properly cope with XA transactions 
465,JCR-525, TCK: TextNodeTest and jcr:xmltext/jcr:xmlcharacters 
466,JCR-2632, Concurrent Session.move() operations failure 
467,JCR-1883, Moved node disappears 
468,JCR-1063, Disable consistency check per default 
469,JCR-896, Unnecessary parsing of Name value 
470,JCR-962, Deadlocks in ConcurrentVersioningWithTransactionsTest 
471,JCR-2824, Add RepositoryException to JackrabbitAccessControlList#getRestrictionNames and #getRestrictionType 
472,JCR-2174, Remove redundant RepositoryService.executeQuery() method  
473,JCR-632, VersionManager lock not released in some circumstances 
474,JCR-2016, ChildNodeEntriesImpl.update logs incorrect errors 
475,JCR-2978, Add accessor for parent to NodeInfoBuilder/PropertyInfoBuilder 
476,JCR-809, Misleading method names in SetValueBinaryTest 
477,JCR-2774, Access control for repository level API operations 
478,JCR-1719, Make the extraction of Session UserIDs from Subjects configurable 
479,JCR-530, Add files generated by eclipse or maven to svn:ignore 
480,JCR-1998, Initialize hierarchy cache on startup 
481,JCR-1539, SPI: Get rid of unused method ItemInfo.getParentId() 
482,JCR-815, SQLException with OracleBundle PM in name index 
483,JCR-59, NodeType.canSetProperty() does not include type conversion 
484,JCR-544, JCR-Server: Workspace.restore not mapped correctly 
485,JCR-715, Missing jackrabbit-rmi-service.xml from jackrabbit-jcr-rmi-1.2.1.jar 
486,JCR-145, Document order of result nodes should be configurable 
487,JCR-1111, Access to version history results in reading all versions of versionable node 
488,JCR-1817," Core: Misleading method naming with Workspace and Session (move283, copy283, clone283) "
489,JCR-2140, JSR 283: Configurations and Baselines 
490,JCR-917, Migrate to maven 2 the other OCM subprojects 
491,JCR-410, JCR-Server Code depends on Log4J directly 
492,JCR-816, MSSql and MySQL bunlde PM schemas missing definition for name index 
493,JCR-858, NotQuery does not implement extractTerms() 
494,JCR-1503, Typo in repository.xml 
495,JCR-3218, UserImporter should trigger execution AuthorizableActions in case of user/group creation 
496,JCR-1913, Use configured credentials in RepositoryFactoryImplTest  
497,JCR-1097, Move the XASession interface to jackrabbit-api 
498,JCR-1365, Query path constraints like foo//*/bar do not scale 
499,JCR-131, Remove old hooks for the implementation of hard links 
500,JCR-711, Select * does not return declared properties of node type in FROM clause 
501,JCR-57, WorkspaceImpl.dispose() might cause ClassNotFoundException 
502,JCR-375, jcr:encoding not respected in NodeIndexer 
503,JCR-33, sysview import does not resolve references 
504,JCR-1718, repository-1.5.dtd: change order of main elements 
505,JCR-2587, Coarser granularity of node type unregistration notifications 
506,JCR-532, Incorrect iterator position in JCR-RMI when skipping large number of entries 
507,JCR-704, Enable maven-source-plugin 
508,JCR-164, SharedItemStateManager not properly synchronized 
509,JCR-2543, spi2dav : Query offset not respected 
510,JCR-2835, Poor performance of ISDESCENDANTNODE on SQL 2 queries 
511,JCR-545, New method on NodeTypeManagerImpl to reregister nodetypes 
512,JCR-1922, Validate the SearchIndex configuration 
513,JCR-2749, Closing a session twice shouldn't write a warning in the log 
514,JCR-980, Single quote in contains function is not parsed correctly 
515,JCR-380, Run TCK on Jackrabbit 1.0-rc3 
516,JCR-2152, ValueFormat should provide method getJCRString 
517,JCR-481, Checks for optional features in test cases are wrong 
518,JCR-420, NullPointerException when deleting a property of type REFERENCE 
519,JCR-1226, ServerQuery does not use RemoteAdapterFactory for creating ServerQueryResult 
520,JCR-801, Support for single-workspace repositories 
521,JCR-2895, SessionImpl#getSubject() should return an unmodifiable subject 
522,JCR-684," The servlet-api dependency scope should be ""provided"" in jackrabbit-jcr-server "
523,JCR-884, DatabaseJournal assigns same revision id to different revisions 
524,JCR-447, deadlock on concurrent commit/locking 
525,JCR-1696, Add PlainTextExtractor to default configuration of TransientRepository 
526,JCR-2055, RepositoryStub implementation in jackrabbit-core 
527,JCR-2975, Make ItemInfoBuilder name space aware 
528,JCR-719, XPath parser ignores parent axis 
529,JCR-2121, Use java.util.UUID 
530,JCR-428, BLOBFileValue() might be discarded to early 
531,JCR-2276, org.apache.jackrabbit.server.remoting.davex.JsonWriter: wrong value type for ::NodeIteratorSize attribute 
532,JCR-2458, Allow basic regexp in namespace prefix of index-rule 
533,JCR-1289, Error reporting page for jackrabbit-webapp 
534,JCR-105, QueryHandler.init() should take a context argument 
535,JCR-166, Versioned node importXML fails 
536,JCR-4, jira notifications 
537,JCR-122, cannot PUT changes to a resource in the simple webdav server 
538,JCR-1920, Custom LoginModule configurations broken in 1.5.0 
539,JCR-3178, Improve error messages for index aggregates 
540,JCR-670, LocalNamespaceMappings does not make use of NameCache in NamespaceRegistryImpl 
541,JCR-1576, Remove RepositoryService exists() 
542,JCR-1439, MOVE method returns error 412 Precondition Failed 
543,JCR-1021, Move repository home directory into target directory 
544,JCR-912, OverlappingFileLockException with JRE 1.6 
545,JCR-368, Add support for simple test cases 
546,JCR-2415, Update Lucene to 3.0 
547,JCR-2573, Performance of AC Evaluation 
548,JCR-1176, MemoryFileSystem is different from other FileSystems 
549,JCR-3046, Improve exception handling in observation (ChangePolling) 
550,JCR-142, allow subclassing of NodeTypeReader 
551,JCR-448, Moving a node while index is merged leads to inconsistent index 
552,JCR-668, Allow pseudo properties in query relation 
553,JCR-384, Changes of JCR-313 introduced db-transaction problem 
554,JCR-2470, Include to jackrabbit-jcr-rmi and jackrabbit-jcr-servlet in main trunk 
555,JCR-826," NodeTest.testAddNodeConstraintViolationExceptionUndefinedNodeType relies on addNode(name, ""nt:base"") "
556,JCR-1527, Support for MaxDB / SapSB Databases 
557,JCR-1585, Remove calls to System.out in tests 
558,JCR-1793, Namespace handling in AbstractSession should be synchronized 
559,JCR-655, PropertyReadMethodsTest should also work on NAME property 
560,JCR-243, expose shutdown method in o.a.j.jndi.BindableRepository 
561,JCR-2231, Avoid item state reads during Session.logout() 
562,JCR-342, Jcr-Server: DavResource#getDavSession() missing 
563,JCR-1985, NullPointerException in GarbageCollector.scan() if no DataStore configured 
564,JCR-197, Index merging should run in a separate thread 
565,JCR-1937, Automatic license header checking using the Apache Rat Plugin 
566,JCR-2258, Unclosed sessions in test cases 
567,JCR-2578, Deprecate XASession 
568,JCR-2423, Make Jackrabbit repository DTD easier to extend 
569,JCR-1408, Invalid query results when using jcr:like with a case transform function and a pattern not starting with a wildcard 
570,JCR-886, Index recovery may fail with IllegalArgumentException 
571,JCR-2262, o.a.j.webdav.jcr.DavResourceFactoryImpl#createResource creates VersionControlledResource instances regardless of mix:versionable status 
572,JCR-1683, JCR2SPI: Move test execution to SPI2JCR 
573,JCR-2171, Deadlock in SharedItemStateManager on session.move and node.save 
574,JCR-3001, DescendantSelfAxisQuery may fail with IOException when session has limited access 
575,JCR-971, DocumentViewExportVisitor class incorrectly handles XML escaping for element names 
576,JCR-348, Add automatic default configuration 
577,JCR-753, Creation of JavaDoc fails on jackrabbit-jcr-server 
578,JCR-1566, Data Store: DB2 fails to create the table 
579,JCR-1040, JCR2SPI: remove node operation missing in submitted SPI batch 
580,JCR-892, XML export (stream) doesn't initialize TransformerHandler properly 
581,JCR-79, EventFilter misses Events for same Nodetype 
582,JCR-2800, Implement search facility for users and groups 
583,JCR-3081, Add UserManager#getAuthorizableByPath(String) for symmetry with JCR-3037 
584,JCR-485, TCK does not clean 2nd workspace during AbstractJCRTest.setUp() 
585,JCR-1069, SerializationTest and AbstractImportXmlTest leak temporary files 
586,JCR-2259, Remove unused method RedoLog.clear() 
587,JCR-1674, Provide means for exception handling for QueryNodeVisitor implementations 
588,JCR-1188, WebDAV: Allow for Extensions of MimeResolver in the Configuration. 
589,JCR-2265, AbstractReadableRepositoryService should pass credentials to createSessionInfo 
590,JCR-2746, Sleep in possibly endless loop in ObservationDispatcher 
591,JCR-3075, incorrect HTML excerpt generation for queries on japanese text content  
592,JCR-2759, Collapse nested OR expressions 
593,JCR-179, PROPPATCH in simple webdav server failing with 403 Forbidden error 
594,JCR-1964, VirtualNodeTypeStateProvider creates PropertyState with type != value(s).getType 
595,JCR-2176, o.a.j.spi.commons.nodetype.NodeTypeDefinitionFactory does not set required type 
596,JCR-2795, Initializing SeededSecureRandom may be slow 
597,JCR-2223, MSSqlFileSystem - JNDI & several configuration issues 
598,JCR-1409, PathFactoryImpl creates illegal Path objects 
599,JCR-2301, CND support in jackrabbit-jcr-commons 
600,JCR-3036, WebDAV/DaveX Servlets susceptible to CSRF Attacks 
601,JCR-2879, SQL Azure support: clustered indexes 
602,JCR-743, XA Transaction Recovery 
603,JCR-890, concurrent read-only access to a session 
604,JCR-446, Prevent logins during repository shutdown 
605,JCR-109, Contrib RMI: NotSerializableException 
606,JCR-2594, Make cache limits configurable 
607,JCR-1805, Trim whitespace from parameter names in configuration files 
608,JCR-582, No support for Oracle schemas 
609,JCR-3229, FileRevision should have a flag to control whether to sync the file on every write. 
610,JCR-2695, Jackrabbit performance test suite 
611,JCR-1072, SPI-commons:  QValueTest.testDateValueEquality2 fails due to changes made with JCR-1018 
612,JCR-451, PropertyTypeRegistry should also yield if property is multi-valued 
613,JCR-967," Only search the index for the ""jcr:system"" tree if needed "
614,JCR-1231, Jcr2Spi: Unneeded call to getPropertyInfo upon creating a new NodeState 
615,JCR-906, Introduce similarity function 
616,JCR-1775, Transaction-safe versioning 
617,JCR-226, Lock.refresh(): throws if lock is alive 
618,JCR-256, Improve jcr decorator in jcr-ext 
619,JCR-1282, Publish the jackrabbit-ocm DTD 
620,JCR-2613, NoSuchItemStateException on checkin after removeVersion in XA Environment 
621,JCR-2352, Search results not ordered 
622,JCR-1316, ID Field Descriptor is not inherited as is the case with UUID Field Descriptor 
623,JCR-1398, [PATCH] ClassDescriptor.hasIdField uses faulty logic 
624,JCR-2100, jackrabbit-jcr-tests should still be based on Java 1.4 
625,JCR-457, Path returned by FileSystemBLOBStore.createId() is not absolute 
626,JCR-283," NamespaceRegistry.registerNamespace(pre, uri)  might accidentally remove namespace in certain situations "
627,JCR-1497, Incorrect decodedAttributeValue in AbstractImportXmlTest 
628,JCR-2477, Log / trace wrapper: upgrade to JCR API 2.0 
629,JCR-1024, Only load root node definition when required 
630,JCR-2019, spi2davex: some value factory tests from the SPI test suite are failing 
631,JCR-3266, JCR-SQL2 query with multiple columns in result only returns last column when using Row.getValues() 
632,JCR-1699, Do not log warning when coercing value in query is not possible 
633,JCR-677, Do not fulltext index jcr:uuid property 
634,JCR-3004," Check if a DAV-Request has a Label in the header, before checking if it's version-controlled "
635,JCR-1737, JSP page compilation errors when depoyed using oc4j 
636,JCR-363," Node.setProperty(String, ...) implementation not according to the specification "
637,JCR-1303, Missing derby dependency 
638,JCR-3080," Add User#changePassword(String newPw, String oldPw) "
639,JCR-2805, Jackrabbit Utilites upgrade to Jackrabbit 2.1.0 
640,JCR-225, LockInfo.logginOut(SessionImpl): javadoc does not correspond to executed code 
641,JCR-2115, JSR 283 Property Types 
642,JCR-190, Caching in QueryHandler does not scale well 
643,JCR-1315, Add Google Analytics to Jackrabbit web site 
644,JCR-1745, Mark pending nodes in IndexingQueue directly in index 
645,JCR-1356, Document inheritance of node type attributes such as orderable 
646,JCR-1110, GetReferencesNodeTest test assumptions 
647,JCR-627, Deprecated Serializer does not properly delegate method calls. 
648,JCR-918, Avoid INFINITE RECURSION when Object Model has cycles. 
649,JCR-15, PersistentNode.store() ignores status when storing 
650,JCR-2553, spi2davex: Batch fails to create/modify properties with non-ascii characters names 
651,JCR-3047," OperandEvaluator should be able to handle Nodes as well, not just Rows "
652,JCR-327, Mixins as supertypes do not appear to be queryable 
653,JCR-2817, Upgrade to Tika 0.8 
654,JCR-261, iterative removal of same-name sibling nodes might under certain circumstances throw unexpected exceptions 
655,JCR-2752," The ""jackrabbit-pool-"" thread prevents the process from stopping "
656,JCR-1068, NamespaceRegistryTest.testRegisterNamespace test assumptions 
657,JCR-536, Session leak in API test cases 
658,JCR-1726, Hudson build doesn't detect Java 5 class references 
659,JCR-762, System view XML uses hardcoded sv: prefix 
660,JCR-2781, FileDataStore performance improvements 
661,JCR-189, QueryHandler should use lucene Input-/OutputStream implementations 
662,JCR-1924, ms-sql tablespace support for FileSystem and PersistenceManager 
663,JCR-2080, DataStore: garbage collection can fail when using workspace maxIdleTime 
664,JCR-977, jcr:deref and parent axis in xpath predicates 
665,JCR-658, CanAddChildNodeCallWithNodeTypeTest.testDefinedAndLegalType() may fail if protected child node definition is picked 
666,JCR-81, Implement anonymous login with credentials 
667,JCR-1371, [PATCH] unnecessary synchronized collections used only in thread safe way 
668,JCR-1502, Journal log file rotation overwrites old files 
669,JCR-2108, JSR 283 Observation 
670,JCR-3149, AccessControlProvider#getEffectivePolicies for a set of principals does not include repo-level ac 
671,JCR-2826, Test dependency on Jackrabbit core (from o.a.j.c.security.user.XPathQueryEvaluator) 
672,JCR-2939, QueryObjectModel does not generate the corresponding SQL2 Query when dealing with spaces in the path 
673,JCR-1878, Use Apache Tika for text extraction 
674,JCR-1857, jcr2spi: NPE with SessionImporter#checkIncludesMixReferenceable if NodeInfo doesn't contain mixin names 
675,JCR-2465, Background threads should use jackrabbit classloader as thread context classloader 
676,JCR-436," InvalidQueryException thrown for a SQL query using WHERE CONTAINS(., 'someword') "
677,JCR-13, Disable SearchManager 
678,JCR-1120, RemoveVersionTest.testReferentialIntegrityException assumes availability of ref properties and same name sibilings 
679,JCR-2993, Add method to set uuid in NodeInfoBuilder 
680,JCR-2793, Typo in NodeTypeRegistry 
681,JCR-2487, WorkspaceItemStateFactory#createItemStates throws ClassCastException 
682,JCR-2304, jackrabbit-jcr-client tests fail (and are disabled in pom) 
683,JCR-920, rep:excerpt() should also work on properties 
684,JCR-2058, JSR 283: VersionManager and new versioning methods 
685,JCR-2468, Indexing configuration not refreshed after node type registration 
686,JCR-2291, Issues with compiled permissions of ACL provider 
687,JCR-1155, Wrong link in javadoc of QNodeTypeDefinition 
688,JCR-70, Expose registered node types below /jcr:system/jcr:nodeTypes 
689,JCR-1819, JCR2SPI: Add specific deep loading of Nodes and Properties 
690,JCR-2976, Allow parent path to be set explicitly in NodeInfoBuilder 
691,JCR-1714, QueryImpl result offSet must be considered after security class grant the item. 
692,JCR-366, Allow o.a.j.jca.JCARepositoryManager to load repository configuration from the classpath. 
693,JCR-1467, Hide ugly repository init code for OCM 
694,JCR-2107, JSR 283 Query 
695,JCR-2356, Session holds LockToken after removeLockToken in XA Environment 
696,JCR-2448, Introduce SessionInfo parameter for AbstractRepositoryService.createRootNodeDefinition()   
697,JCR-1727, HTMLTextExtractor modifying UTF-8 encoded String 
698,JCR-1865, Add the Data Store to the Jackrabbit API 
699,JCR-1170, Repository lock keeps file open 
700,JCR-1017, Favour QValue.getPath() over getString() where appropriate 
701,JCR-2209, Versioning operations should be done on the workspace 
702,JCR-1611, Registering NodeType from templates throws exception about invalid decl. node type. 
703,JCR-2405, repository-2.0.dtd missing 
704,JCR-1459, NullPointerException on startup if IndexingQueue has pending nodes 
705,JCR-1816, Provide more options for OCM CRUD API Writers to enhance the functionality 
706,JCR-1744, PROPFIND response to a request for a property that does not exist reports an empty DAV:prop element   
707,JCR-2576, DbInputStream does not support mark()/reset() when exhausted. 
708,JCR-1038, java.lang.ArrayIndexOutOfBoundsException while importXML in Java 6 
709,JCR-2726, Make collecting group membership information lazy 
710,JCR-313, Allow to configure DB persistence managers through JDNI 
711,JCR-108, Node's childNodes out of sync after unsuccessful save() 
712,JCR-421, PROPPATCH does not send multistatus after revision 397835 
713,JCR-2498, Implement caching mechanism for ItemInfo batches 
714,JCR-2943, UserManagement: membership cache default size too small 
715,JCR-2288, o.a.jackrabbit.spi.commons.conversion.NameParser should not assume that namespace URI's are registered 
716,JCR-1866, Query may throw ArrayIndexOutOfBoundsException 
717,JCR-2218, NodeEntryImpl.getWorkspaceId() very inefficient  
718,JCR-2460, Rename GenericRepositoryFactory to JndiRepositoryFactory 
719,JCR-1551, TransientRepository: application doesn't exit quickly 
720,JCR-1478, Perform random operation tests 
721,JCR-1468, LockTest.testLogout fails to refresh session before checking lock from other session 
722,JCR-2014, Jcr2Spi: Warning upon reloading property values 
723,JCR-1344, Unsynchronized NameFactoryImpl initialization 
724,JCR-175, Contrib JCR-Server: enable PROPPATCH for simple-davresource 
725,JCR-1389," setProperty(""name"", new Value[0], PropertyType.LONG) loses property type "
726,JCR-1297, Set svn:eol-style on ddl files 
727,JCR-626, Move document type definition out of repository.xml 
728,JCR-1926," Text.unescape(""%"") throws a StringIndexOutOfBoundsException "
729,JCR-2149," Data Store: remove kill switch ""InternalValue.USE_DATA_STORE"" "
730,JCR-2224, Change access levels in SearchIndex and NodeIndexer for better inherance 
731,JCR-62, import must not ignore xml prefixed attributes 
732,JCR-2007, Importing strings with special characters fails 
733,JCR-2649, Provide means to display the effective policies for a given set of principals 
734,JCR-273, Registering cyclic dependent nodetypes does not work 
735,JCR-2156," Usage of ""qualified name"" in JavaDoc and Comments "
736,JCR-2455, Automatic staging of the non-Maven release artefacts 
737,JCR-180, allow ResourceType dav property to have multiple values 
738,JCR-2200, Implement Query.getBindVariableNames() 
739,JCR-913," DatabaseJournal.checkSchema generates ""Cannot call commit when autocommit=true"" Exception "
740,JCR-894, rep:excerpt() not working for attribute searches 
741,JCR-1976, Text.unescape() should should preserve 'unicode' characters 
742,JCR-2127, DataStore.close() is never called 
743,JCR-1530, MsPowerPointTextExtractor does not extract from PPTs with € sign 
744,JCR-2365, HTML Text Extractor does not extract or index numerics 
745,JCR-1392, [PATCH] Exception not thrown where it appears it should have been 
746,JCR-106, Minimize use of fields in lucene index 
747,JCR-1190, QValueFactory improvements 
748,JCR-1304, Support system properties in ${...} vars in XML config files 
749,JCR-459, Add JMX support to register a JCR RMI Server into Jboss 
750,JCR-2021, WebDAV: add support for DAV:lockroot 
751,JCR-804, Avoid using MultiTermDocs 
752,JCR-414, jcr:successors property not persisted correctly within a transaction 
753,JCR-2332, Unable to delete a non session-scoped locked node in XA Environment 
754,JCR-1417, [PATCH] remove code stutter 
755,JCR-1789, Provide access to cluster records 
756,JCR-3037, Add getPath method to Authorizable interface 
757,JCR-1313, Additional excerpt provider implementation 
758,JCR-3051, AbstractLockTest.testLockExpiration fails intermittently  
759,JCR-2714, Selective disabling of checks in ItemValidator 
760,JCR-1250," When adding a large (100MB) binary to the DbDataStore, it fails with an insufficient memory exception "
761,JCR-1388, Jackrabbit does not allow concurrent reads to the data store if copyWhenReading=false 
762,JCR-1079, Extend the IndexingConfiguration to allow configuration of reuseable analyzers 
763,JCR-2411, Replace commons-logging with jcl-over-slf4j in jackrabbit-webdav 
764,JCR-461, ManagedConnection#cleanup doesn't refresh the session 
765,JCR-2191, IndexingAggregateTest#testNtFileAggregate fails occasionally 
766,JCR-295, Jcr-Server: Usage of Cache-Control header 
767,JCR-1935, Incomplete JCR-1664 fix in BindableRepository 
768,JCR-1519," Property.getLength() returns -1 for BOOLEAN, REFERENCE and DATE values "
769,JCR-2500, spi2davex NodeInfoImpl should use HashSet instead of ArrayList for childInfos 
770,JCR-3214," [Lock] weird number for ""infinite"" "
771,JCR-2693, Logging per test case 
772,JCR-1492, Make behaviour configurable when re-indexing detects workspace inconsistency 
773,JCR-328, TransientRepository with LocalFileSystem eventually causes Repository data to be stored at path '/' 
774,JCR-3231, Replace BundleFsPersistenceManager with DerbyPersistenceManager in the JR Core indexing tests 
775,JCR-2324, Remove dependency on  EDU.oswego.cs.dl.util.concurrent 
776,JCR-2242, Unsynchronized access to MultiIndex#indexes 
777,JCR-443, Deadlock when concurrently committing and reading versioning states 
778,JCR-1636, Make shutdown hooks in TransientFileFactory removable 
779,JCR-1030, Introduce QNodeTypeDefinition cache per userId 
780,JCR-307, serious performance degradation of node operations when node has a large number of child nodes (e.g. > 10k child node entries) 
781,JCR-2780, Best effort merge if concurrent modifications include changes to mixin types 
782,JCR-2513, Omit default BatchReadConfig in Spi2davexRepositoryServiceFactory 
783,JCR-1185, building trunk  fails with javacc plugin version 2.2 
784,JCR-985, [PATCH] refactor access to SAXParser and log which parser class is used 
785,JCR-3062, Move FilterIterator and SizedIterator from package flat to package iterator 
786,JCR-2636, Litmus prophighunicode test failure on JRE 1.5 
787,JCR-1031, RowIteratorImpl should make use of QueryResultRow.getValues() 
788,JCR-1372, [PATCH] Fix possible Null Ptr exception in ConnectionFactory 
789,JCR-2711, BTreeManager needs more flexible mechanism for ignoring (internal) properties 
790,JCR-1377, Reduce memory usage of DocNumberCache 
791,JCR-2275, some legal jcr names cause unneccessary server-roundtrips  
792,JCR-121," JCRTest.java (First Steps example code) creates a StringValue with ""new"" "
793,JCR-1003, Use inheritance rather than delegation for SPI ValueFactoryImpl 
794,JCR-316, Fixed README.txt on textfilters project 
795,JCR-1833, Test case for RTFTextExtractor 
796,JCR-2582, spi2dav: temp files are not clean up after batch submit 
797,JCR-2299, Bad check for sv:name attribute presence in system view import 
798,JCR-1709, Remove Serializable on ItemState classes 
799,JCR-617, CachingHieraarchyManager may serve moved items 
800,JCR-3227, VolatileIndex not closed properly 
801,JCR-1225, ReadOnlyIndexReaders are re-created on every access 
802,JCR-305, provide option to automatically dispose idle workspaces 
803,JCR-2547, Setting a property which has been transiently removed fails with a PathNotFoundException 
804,JCR-2680, Cannot move a first-level node 
805,JCR-377, Change project names to start with jackrabbit 
806,JCR-3152, AccessControlImporter does not import repo level ac content 
807,JCR-28, Node.checkin() throws ArrayIndexOutOfBoundsException 
808,JCR-3054, Deprecate RepositoryService.getPropertyInfo method 
809,JCR-1299, Default configuration not suitable for demo web application 
810,JCR-2953, PathParser accepts illegal paths containing curly brackets 
811,JCR-1812, WorkspaceUpdateChannel.updateCommitted logs too much 
812,JCR-2214, Avoid string concatenation in AbstractBundlePersistenceManager 
813,JCR-3084, Script for checking releases 
814,JCR-46, Provider org.apache.xalan.processor.TransformerFactoryImpl not found 
815,JCR-1783, JCR2SPI: incomplete changelog when combining move with removal of new destination parent 
816,JCR-1008, SerializationTest leaks sessions 
817,JCR-3128, Problem with formerly escaped JCR node names when upgrading to Jackrabbit 2.2.9 
818,JCR-112, add target jvm in maven properties for compilation 
819,JCR-2650, don't silently merge session-local transient changes with external changes before save(). 
820,JCR-903," Put resource files in java/{main,test}/resources "
821,JCR-1088, WorkspaceRestoreTest extends RestoreTest 
822,JCR-2845, NodeBasedGroup#isMember(Principal) should have shortcut for the everyone group. 
823,JCR-2142, InternalValue should implement QValue.discard() for BINARY types 
824,JCR-1184, Introduce spellchecker functionality based on content in the workspace 
825,JCR-426, WorkspaceInfo.dispose() does not deregister from obs dispatcher 
826,JCR-1481, VersionHistory.removeVersion() does not throw ReferentialIntegrityException 
827,JCR-1199, Remove dependency to log4j 
828,JCR-1342, Create OSGi Bundle Manifest Headers 
829,JCR-1570, [PATCH] better exception messages when generating schema 
830,JCR-258, Jcr-Server Contrib: Remove JDOM dependencies 
831,JCR-2463, Minor spi2dav ExceptionConverter improvements 
832,JCR-2515, ISO8601 uses default DecimalFormat constructor using locale specific digits 
833,JCR-1776, Some unit tests are not well configured 
834,JCR-1603, Remove getSafeJCRPath methods in HierarchyManagerImpl 
835,JCR-508, TCK: NodeTest#testAddNodeItemExistsException fails if validation deferred until save 
836,JCR-1716, Prefer PathFactory.createElement() over createPath().getNameElement() 
837,JCR-796, AbstractQueryTest does not handle unknown result size properly 
838,JCR-1318, Repository Home locked not released despite RepositoryException being thrown. 
839,JCR-1275, NullPointerException in AbstractVersionManager.createVersionHistory() 
840,JCR-2828, InternalVersionManager deadlock 
841,JCR-1651," Node.addNode(String, String) doesn't prevent use of mixin types as primary type "
842,JCR-3120, Change log level in UserManagerImpl#getAuthorizable(NodeImpl) and UserImporter#handlePropInfo 
843,JCR-2377, Avoid docFreq calls for non-fulltext queries 
844,JCR-1284, Use bundle persistence in default configuration 
845,JCR-1910, RMIRemoteBindingServlet fails to initialize if the RMI registry is not available 
846,JCR-1870, jcr2spi: reloading of invalidated nodes doesn't benefit from batch-read 
847,JCR-2431, CooperativeFileLock improvements 
848,JCR-167, Add maven-eclipse-plugin properties to project.xml for easier configuration in IDE 
849,JCR-1912, RMI reference not automatically bound by the standalone server 
850,JCR-1771, jcr2spi: avoid unnecessary roundtrips with NodeEntry.getPropertyEntry 
851,JCR-2198, Text.escapeIllegalJCRChars should be adjusted to match the 2.0 set of illegal chars 
852,JCR-1741, Flush volatile index when size limit is reached 
853,JCR-1134, bad assumptions in VersionHistoryTest.testInitallyGetAllVersionsContainsTheRootVersion() 
854,JCR-403, add shutdown() or logoutAll() method to TransientRepository 
855,JCR-370, SearchIndex class contains garbled String 
856,JCR-2495, Exclude tests instead skipping them 
857,JCR-67, Node.canAddMixin(String) 
858,JCR-1647, UserManager throws javax.jcr.query.InvalidQueryException on createUser 
859,JCR-2598, Saving concurrent sessions executing random operations causes a corrupt JCR 
860,JCR-1799, JCR2SPI: updating events swallowed (CacheBehavior.OBSERVATION) 
861,JCR-768, Node.getPath() will corrupt the session 
862,JCR-2809, Lock expires almost immediately 
863,JCR-1652, Better 'invalid format' exception messages for value classes 
864,JCR-1563, Data Store: UTFDataFormatException when using large minRecordLength 
865,JCR-1597, JCARepositoryHandle.login(...) methods never throw NoSuchWorkspaceException 
866,JCR-837, MatchAllQuery does not implement extractTerms() 
867,JCR-3016, inconsistent repository after overlapping node add operations 
868,JCR-2723, Exception when missing namespace in CND file should have clearer message 
869,JCR-2630, UserAccessControlProvider handles users who dont have Jackrabbit managed Principals or User node inconsistently. 
870,JCR-1560, Data Store: Oracle fails to create the table 
871,JCR-1918, DbDataStore keeps ResultSets open 
872,JCR-130, extensibility changes to SimpleWebdavServlet 
873,JCR-1000, JCR2SPI: remove duplicate item states 
874,JCR-540, AbstractJCRTest fails on level 1 repositories 
875,JCR-1305, JNDI data sources with BundleDbPersistenceManager: UnsupportedOperationException 
876,JCR-1283, Add missing license headers 
877,JCR-2527, Fix and simplify CryptedSimpleCredentials 
878,JCR-2401, OSGi bundle symbolic names changed due to changes in maven-bundle-plugin 
879,JCR-1956, Database Data Store: close result sets 
880,JCR-3210, NPE in spi2dav when server does not send all headers 
881,JCR-2336, Automatic type conversion no longer works 
882,JCR-462, Improve lifecycle management of JCA connector 
883,JCR-1598, Problematic exception handling in Jackrabbit WebApp 
884,JCR-2946, Jcr-Server: Improve implementation of DavResource#getProperty(DavPropertyName) 
885,JCR-1149, JCR2SPI: several broken equals() comparisons 
886,JCR-1943, jcr-tests: make property value(s) and property type(s) configurable 
887,JCR-1355, XML import should not access external entities 
888,JCR-2882, DatabaseJournal: java.lang.IllegalStateException: already in batch mode 
889,JCR-946, Create a sample search page 
890,JCR-126, Jcr-Server Module: Remove Dependency from Jackrabbit-Core 
891,JCR-1166, JCR2SPI does not provide actual size on RangeIterator.getSize() 
892,JCR-195, ArrayIndexOutOfBounds thrown on re-index of repository 
893,JCR-1573, Lucene Query Exception: 'attempt to access a deleted document' 
894,JCR-3268, Re-index fails on corrupt bundle 
895,JCR-1402, Path.getAncestor and Path.isAncestor are not symmetric 
896,JCR-976, Misleading exception message when re-index fails 
897,JCR-3286, InternalVersionManagerBase.calculateCheckinVersionName will fail with NPE upon empty predecessors property 
898,JCR-1791, New utility: Journal walker for journal files 
899,JCR-2323, InputStream.read return value is ignored. 
900,JCR-931, cluster synchronization NPE 
